p	64	1024
a	8	35	3
a	8	36	6
a	8	37	2
a	8	38	15
a	8	40	50
a	8	41	7
a	8	42	80
a	8	43	52
a	8	44	52
a	8	45	64
a	8	47	36
a	8	48	64
a	8	49	10
a	8	50	2
a	8	51	71
a	8	52	83
a	8	55	74
a	8	56	48
a	8	57	67
a	8	60	52
a	9	0	18
a	9	1	51
a	9	2	83
a	9	3	41
a	9	4	58
a	9	5	57
a	9	6	52
a	9	8	74
a	9	10	45
a	9	12	53
a	9	16	75
a	9	18	93
a	9	20	34
a	9	24	89
a	9	26	91
a	9	32	50
a	9	33	71
a	9	34	33
a	9	35	36
a	9	36	59
a	9	40	34
a	9	41	75
a	9	42	56
a	9	43	63
a	9	44	97
a	9	45	15
a	9	46	46
a	9	48	78
a	9	49	3
a	9	50	66
a	9	51	8
a	9	53	36
a	9	56	53
a	10	0	5
a	10	1	73
a	10	2	23
a	10	4	11
a	10	6	64
a	10	8	91
a	10	9	62
a	10	16	60
a	10	32	92
a	10	33	97
a	10	34	52
a	10	35	95
a	10	36	39
a	10	37	100
a	10	39	84
a	10	40	31
a	10	46	50
a	10	48	98
a	10	49	58
a	10	50	23
a	10	53	15
a	11	0	43
a	11	1	30
a	11	2	30
a	11	6	6
a	11	8	40
a	11	32	7
a	11	33	6
a	11	34	78
a	11	35	30
a	11	40	99
a	11	47	56
a	11	48	28
a	11	52	85
a	12	0	45
a	12	1	7
a	12	2	19
a	12	4	84
a	12	5	87
a	12	8	36
a	12	9	48
a	12	10	62
a	12	16	97
a	12	20	86
a	12	21	4
a	12	24	1
a	12	29	89
a	12	32	29
a	12	33	51
a	12	34	77
a	12	36	65
a	12	37	65
a	12	38	8
a	12	39	85
a	12	40	98
a	12	41	75
a	12	43	18
a	12	48	10
a	12	49	18
a	12	53	27
a	12	57	5
a	12	58	24
a	12	63	17
a	13	0	28
a	13	4	38
a	13	8	46
a	13	9	47
a	13	12	20
a	13	16	67
a	13	32	91
a	13	33	57
a	13	34	97
a	13	35	10
a	13	36	26
a	13	38	84
a	13	44	30
a	13	48	43
a	13	49	78
a	13	54	42
a	13	60	2
a	14	0	84
a	14	1	18
a	14	5	12
a	14	6	22
a	14	32	17
a	14	39	80
a	14	40	60
a	14	44	10
a	15	5	20
a	15	21	43
a	15	38	76
a	16	0	65
a	16	1	74
a	16	2	67
a	16	3	98
a	16	4	40
a	16	5	15
a	16	6	44
a	16	8	85
a	16	9	4
a	16	10	91
a	16	11	53
a	16	17	84
a	16	18	3
a	16	20	26
a	16	21	42
a	16	24	18
a	16	25	37
a	16	26	88
a	16	32	92
a	16	33	13
a	16	34	90
a	16	35	24
a	16	36	56
a	16	37	11
a	16	38	79
a	16	40	14
a	16	41	38
a	16	42	74
a	16	43	77
a	16	44	4
a	16	48	55
a	16	49	59
a	16	50	41
a	16	51	90
a	16	52	74
a	16	54	14
a	16	56	67
a	16	57	60
a	16	58	99
a	17	0	63
a	17	1	4
a	17	2	84
a	17	3	17
a	17	4	80
a	17	8	13
a	17	9	67
a	17	10	89
a	17	13	85
a	17	16	1
a	17	18	81
a	17	25	50
a	17	26	76
a	17	27	69
a	17	28	68
a	17	32	59
a	17	33	58
a	17	34	8
a	17	35	12
a	17	36	51
a	17	37	70
a	17	38	25
a	17	40	84
a	17	41	55
a	17	44	97
a	17	48	91
a	17	49	29
a	17	50	73
a	17	51	1
a	17	52	52
a	17	53	69
a	17	56	24
a	17	60	2
a	18	0	19
a	18	1	77
a	18	2	12
a	18	3	17
a	18	8	96
a	18	20	26
a	18	24	71
a	18	25	91
a	18	29	3
a	18	32	63
a	18	33	36
a	18	34	33
a	18	36	83
a	18	38	71
a	18	56	83
a	19	0	66
a	19	1	32
a	19	2	63
a	19	16	81
a	19	18	70
a	19	32	37
a	19	33	71
a	19	34	82
a	19	40	68
a	19	56	7
a	20	0	74
a	20	1	72
a	20	2	99
a	20	3	76
a	20	4	89
a	20	5	58
a	20	8	4
a	20	13	67
a	20	16	11
a	20	17	77
a	20	24	71
a	20	32	52
a	20	33	90
a	20	34	93
a	20	36	86
a	20	37	46
a	20	38	61
a	20	39	15
a	20	40	90
a	20	44	16
a	20	45	46
a	20	48	21
a	20	49	93
a	20	52	97
a	20	53	94
a	20	54	10
a	20	56	32
a	20	58	35
a	21	0	59
a	21	2	100
a	21	3	34
a	21	5	1
a	21	6	49
a	21	20	24
a	21	28	76
a	21	32	55
a	21	34	29
a	21	40	37
a	21	48	86
a	21	52	50
a	22	4	33
a	22	5	60
a	22	8	14
a	22	20	89
a	23	0	36
a	23	20	18
a	23	32	8
a	23	44	84
a	23	56	33
a	24	0	57
a	24	1	82
a	24	2	83
a	24	3	29
a	24	4	20
a	24	5	85
a	24	6	65
a	24	7	74
a	24	8	26
a	24	9	79
a	24	11	5
a	24	16	5
a	24	17	6
a	24	18	34
a	24	19	36
a	24	20	19
a	24	22	92
a	24	25	100
a	24	26	45
a	24	32	20
a	24	33	26
a	24	34	85
a	24	35	25
a	24	36	64
a	24	37	93
a	24	38	54
a	24	40	79
a	24	42	95
a	24	48	70
a	24	49	4
a	24	50	23
a	24	51	47
a	24	52	53
a	24	53	41
a	24	56	9
a	24	61	79
a	25	0	24
a	25	1	64
a	25	2	85
a	25	4	74
a	25	5	63
a	25	6	31
a	25	9	12
a	25	16	52
a	25	20	87
a	25	26	27
a	25	32	98
a	25	33	24
a	25	34	48
a	25	35	40
a	25	36	65
a	25	40	19
a	25	51	16
a	25	60	15
a	26	0	36
a	26	1	32
a	26	4	81
a	26	8	28
a	26	9	69
a	26	10	92
a	26	16	2
a	26	19	73
a	26	32	60
a	26	33	48
a	26	37	96
a	26	48	70
a	26	49	50
a	27	1	80
a	27	9	6
a	27	12	4
a	27	16	97
a	27	32	11
a	27	48	67
a	28	4	11
a	28	8	48
a	28	13	5
a	28	16	59
a	28	19	87
a	28	21	57
a	28	32	43
a	28	33	17
a	28	36	26
a	28	37	45
a	28	48	37
a	28	52	27
a	28	56	74
a	29	0	79
a	29	2	72
a	29	5	11
a	29	6	38
a	29	8	5
a	29	12	75
a	29	21	96
a	29	33	65
a	29	47	7
a	30	0	51
a	30	1	64
a	31	8	99
a	31	28	70
a	32	0	10
a	32	1	69
a	32	2	63
a	32	3	20
a	32	4	8
a	32	5	97
a	32	6	37
a	32	7	49
a	32	8	55
a	32	9	71
a	32	10	5
a	32	11	70
a	32	12	97
a	32	13	58
a	32	15	60
a	32	16	79
a	32	17	11
a	32	18	8
a	32	19	44
a	32	20	38
a	32	25	29
a	32	26	43
a	32	27	22
a	32	28	73
a	32	33	83
a	32	34	95
a	32	35	11
a	32	36	32
a	32	37	14
a	32	40	76
a	32	41	95
a	32	42	96
a	32	44	30
a	32	46	5
a	32	48	11
a	32	49	100
a	32	56	62
a	32	58	54
a	32	61	96
a	33	0	82
a	33	1	55
a	33	2	94
a	33	3	17
a	33	4	80
a	33	5	46
a	33	6	83
a	33	7	36
a	33	8	68
a	33	9	37
a	33	10	34
a	33	12	87
a	33	15	48
a	33	16	50
a	33	17	54
a	33	18	78
a	33	20	26
a	33	22	44
a	33	24	68
a	33	25	55
a	33	28	55
a	33	32	34
a	33	34	97
a	33	35	54
a	33	36	98
a	33	37	99
a	33	40	7
a	33	41	71
a	33	45	31
a	33	48	77
a	34	0	17
a	34	1	4
a	34	2	89
a	34	4	76
a	34	7	28
a	34	8	43
a	34	9	53
a	34	16	25
a	34	17	13
a	34	18	52
a	34	24	12
a	34	32	30
a	34	33	9
a	34	36	82
a	34	38	98
a	34	48	28
a	34	60	95
a	35	0	76
a	35	1	56
a	35	2	12
a	35	4	49
a	35	8	93
a	35	16	15
a	35	19	49
a	35	32	70
a	35	34	5
a	35	37	14
a	35	41	63
a	36	0	58
a	36	1	10
a	36	2	30
a	36	4	28
a	36	6	46
a	36	7	77
a	36	8	8
a	36	9	87
a	36	10	5
a	36	13	55
a	36	16	35
a	36	17	74
a	36	18	11
a	36	21	70
a	36	22	18
a	36	26	34
a	36	32	34
a	36	33	57
a	36	38	64
a	36	40	26
a	36	44	98
a	37	0	14
a	37	1	54
a	37	3	64
a	37	4	65
a	37	8	1
a	37	9	73
a	37	12	7
a	37	13	83
a	37	21	42
a	37	32	49
a	37	33	26
a	37	36	6
a	37	41	82
a	37	48	65
a	38	0	36
a	38	1	77
a	38	2	100
a	38	5	88
a	38	8	76
a	38	12	50
a	38	16	37
a	38	36	31
a	39	0	46
a	39	32	57
a	39	36	20
a	39	37	28
a	40	0	15
a	40	1	67
a	40	2	20
a	40	3	10
a	40	4	85
a	40	5	72
a	40	6	58
a	40	8	54
a	40	9	35
a	40	10	37
a	40	12	7
a	40	16	41
a	40	17	92
a	40	18	68
a	40	24	94
a	40	25	47
a	40	26	81
a	40	32	91
a	40	33	54
a	40	34	92
a	40	35	60
a	40	36	59
a	40	48	83
a	40	49	9
a	40	56	54
a	41	0	46
a	41	1	21
a	41	2	65
a	41	4	29
a	41	5	4
a	41	6	25
a	41	8	20
a	41	10	94
a	41	16	99
a	41	17	99
a	41	24	48
a	41	32	17
a	41	33	36
a	41	34	39
a	41	35	86
a	41	36	83
a	41	37	47
a	41	40	20
a	42	0	19
a	42	1	99
a	42	2	70
a	42	3	85
a	42	7	88
a	42	9	16
a	42	12	18
a	42	21	10
a	42	25	19
a	42	32	65
a	42	33	83
a	43	0	43
a	43	9	22
a	43	32	94
a	43	34	9
a	43	40	28
a	43	42	45
a	44	0	54
a	44	1	51
a	44	4	44
a	44	8	75
a	44	11	54
a	44	15	79
a	44	16	34
a	44	21	81
a	44	32	73
a	44	36	90
a	44	42	17
a	44	50	55
a	45	0	56
a	45	1	9
a	45	4	62
a	45	6	27
a	45	8	28
a	45	16	76
a	45	17	44
a	46	9	55
a	46	22	38
a	46	52	82
a	47	0	82
a	48	0	41
a	48	1	90
a	48	2	21
a	48	3	25
a	48	4	17
a	48	8	55
a	48	9	48
a	48	12	52
a	48	13	99
a	48	16	26
a	48	17	78
a	48	18	39
a	48	19	13
a	48	24	65
a	48	25	21
a	48	26	81
a	48	28	31
a	48	32	50
a	48	33	42
a	48	34	24
a	48	35	33
a	48	36	95
a	48	40	95
a	48	44	74
a	48	45	69
a	48	49	56
a	48	50	22
a	48	56	57
a	49	0	69
a	49	1	79
a	49	4	12
a	49	5	50
a	49	8	39
a	49	10	20
a	49	16	22
a	49	17	39
a	49	18	16
a	49	24	22
a	49	25	66
a	49	32	42
a	49	33	78
a	49	35	88
a	49	36	74
a	49	39	29
a	49	48	85
a	49	50	55
a	49	56	28
a	49	59	80
a	50	0	72
a	50	1	15
a	50	9	17
a	50	11	84
a	50	17	63
a	50	32	96
a	50	33	4
a	50	49	13
a	51	0	36
a	51	1	95
a	51	3	53
a	51	4	49
a	51	8	50
a	51	32	33
a	51	34	91
a	51	39	78
a	51	48	49
a	52	0	7
a	52	2	45
a	52	4	62
a	52	5	48
a	52	8	38
a	52	12	28
a	52	18	31
a	52	32	15
a	53	0	29
a	53	2	37
a	53	4	6
a	53	16	17
a	53	19	77
a	53	32	69
a	53	33	19
a	54	8	33
a	56	0	41
a	56	1	10
a	56	2	25
a	56	4	91
a	56	9	14
a	56	10	68
a	56	14	13
a	56	16	9
a	56	17	4
a	56	18	24
a	56	19	9
a	56	20	26
a	56	24	45
a	56	26	71
a	56	32	47
a	56	33	23
a	56	35	46
a	56	37	98
a	56	38	39
a	56	48	45
a	56	50	4
a	56	59	60
a	57	0	93
a	57	4	66
a	57	6	40
a	57	10	18
a	57	16	90
a	57	32	71
a	58	0	75
a	58	1	74
a	58	9	34
a	58	16	25
a	58	36	47
a	58	40	70
a	58	41	7
a	58	42	99
a	58	48	26
a	58	51	43
a	59	2	64
a	59	19	52
a	60	0	12
a	60	1	3
a	60	2	92
a	60	16	93
a	60	20	22
a	60	21	60
a	60	25	83
a	60	32	5
a	61	0	41
a	61	1	62
a	61	17	9
a	61	18	38
a	61	22	40
a	62	0	84
a	62	1	26
a	62	4	7
