p	128	2048
a	8	16	70
a	8	17	3
a	8	18	68
a	8	19	74
a	8	20	5
a	8	24	54
a	8	26	4
a	8	28	3
a	8	30	10
a	8	32	21
a	8	34	95
a	8	35	22
a	8	36	58
a	8	40	26
a	8	42	88
a	8	43	80
a	8	44	4
a	8	46	16
a	8	48	20
a	8	52	38
a	8	64	85
a	8	65	88
a	8	66	15
a	8	67	71
a	8	68	57
a	8	69	31
a	8	70	76
a	8	72	38
a	8	74	93
a	8	75	84
a	8	76	50
a	8	80	49
a	8	81	50
a	8	82	55
a	8	88	68
a	8	90	17
a	8	92	61
a	8	95	61
a	8	96	35
a	8	98	11
a	8	100	83
a	8	102	66
a	8	104	14
a	8	108	94
a	8	112	6
a	8	116	97
a	8	121	66
a	9	0	90
a	9	1	24
a	9	2	50
a	9	3	19
a	9	4	32
a	9	5	68
a	9	6	6
a	9	8	31
a	9	10	11
a	9	12	43
a	9	13	74
a	9	14	2
a	9	18	98
a	9	24	74
a	9	34	37
a	9	40	2
a	9	42	99
a	9	59	53
a	9	64	88
a	9	65	100
a	9	66	84
a	9	68	37
a	9	70	39
a	9	72	70
a	9	74	68
a	9	82	93
a	9	83	90
a	9	84	54
a	9	88	52
a	9	96	21
a	9	97	71
a	9	98	27
a	9	100	70
a	9	120	8
a	9	126	62
a	10	0	66
a	10	1	49
a	10	2	64
a	10	4	34
a	10	8	24
a	10	9	23
a	10	12	87
a	10	13	85
a	10	16	86
a	10	18	16
a	10	20	65
a	10	24	43
a	10	25	21
a	10	26	84
a	10	32	63
a	10	33	7
a	10	34	84
a	10	40	14
a	10	48	66
a	10	50	11
a	10	64	22
a	10	66	89
a	10	68	8
a	10	72	41
a	10	74	64
a	10	76	4
a	10	80	98
a	10	81	82
a	10	82	94
a	10	83	5
a	10	85	67
a	10	88	98
a	10	96	37
a	10	97	95
a	10	98	56
a	10	104	4
a	10	109	26
a	10	114	12
a	11	0	69
a	11	1	7
a	11	4	16
a	11	8	12
a	11	12	66
a	11	22	89
a	11	32	95
a	11	33	83
a	11	46	57
a	11	64	7
a	11	65	84
a	11	73	73
a	11	74	87
a	11	80	50
a	11	100	39
a	12	0	100
a	12	2	94
a	12	8	96
a	12	10	44
a	12	18	13
a	12	32	10
a	12	64	41
a	12	65	93
a	12	66	11
a	12	68	6
a	12	70	72
a	12	72	88
a	12	74	88
a	12	76	5
a	12	80	93
a	12	84	29
a	12	86	18
a	12	89	64
a	12	96	49
a	12	104	1
a	12	108	57
a	13	3	18
a	13	4	12
a	13	38	53
a	13	64	53
a	13	65	35
a	13	68	17
a	13	72	80
a	14	0	39
a	14	8	17
a	14	25	70
a	14	68	30
a	14	76	55
a	14	84	64
a	15	9	58
a	15	13	75
a	15	64	61
a	15	65	68
a	15	72	5
a	16	0	83
a	16	1	44
a	16	2	89
a	16	3	91
a	16	4	91
a	16	5	5
a	16	6	14
a	16	7	88
a	16	8	97
a	16	10	48
a	16	12	32
a	16	13	41
a	16	17	95
a	16	18	76
a	16	19	73
a	16	20	86
a	16	21	81
a	16	22	14
a	16	24	20
a	16	28	55
a	16	32	72
a	16	33	49
a	16	34	76
a	16	35	1
a	16	36	73
a	16	37	83
a	16	38	65
a	16	40	91
a	16	42	51
a	16	50	50
a	16	64	25
a	16	65	41
a	16	66	16
a	16	67	59
a	16	68	67
a	16	69	87
a	16	70	34
a	16	72	6
a	16	73	56
a	16	74	89
a	16	75	54
a	16	76	52
a	16	78	99
a	16	80	81
a	16	81	36
a	16	82	18
a	16	83	50
a	16	84	5
a	16	85	37
a	16	86	94
a	16	88	61
a	16	89	4
a	16	90	36
a	16	94	55
a	16	96	59
a	16	97	79
a	16	98	78
a	16	100	16
a	16	102	59
a	16	104	56
a	16	105	22
a	16	112	1
a	16	114	9
a	16	115	61
a	16	116	16
a	17	0	53
a	17	1	48
a	17	2	93
a	17	3	22
a	17	4	71
a	17	5	82
a	17	6	8
a	17	7	92
a	17	8	40
a	17	9	70
a	17	10	61
a	17	12	10
a	17	14	8
a	17	16	82
a	17	18	69
a	17	20	39
a	17	25	53
a	17	32	61
a	17	33	73
a	17	35	68
a	17	64	32
a	17	65	34
a	17	66	54
a	17	67	52
a	17	68	85
a	17	70	38
a	17	72	72
a	17	78	78
a	17	80	58
a	17	96	51
a	17	97	89
a	17	98	3
a	17	99	54
a	17	101	69
a	18	0	96
a	18	1	5
a	18	2	35
a	18	3	13
a	18	4	66
a	18	6	71
a	18	8	69
a	18	9	88
a	18	12	63
a	18	16	87
a	18	21	37
a	18	22	4
a	18	24	88
a	18	32	9
a	18	35	91
a	18	36	85
a	18	40	36
a	18	48	81
a	18	50	74
a	18	52	15
a	18	53	56
a	18	64	34
a	18	65	96
a	18	66	83
a	18	67	91
a	18	68	65
a	18	69	44
a	18	70	59
a	18	72	94
a	18	73	30
a	18	80	30
a	18	82	18
a	18	88	85
a	18	96	52
a	18	97	20
a	18	100	48
a	18	112	98
a	18	114	79
a	18	115	91
a	18	116	38
a	19	0	37
a	19	1	17
a	19	2	40
a	19	3	97
a	19	4	24
a	19	8	98
a	19	12	75
a	19	18	17
a	19	20	56
a	19	32	29
a	19	33	95
a	19	36	15
a	19	64	56
a	19	65	34
a	19	66	55
a	19	68	98
a	19	71	58
a	19	72	41
a	19	74	13
a	19	76	82
a	19	80	55
a	19	82	47
a	19	84	85
a	19	90	78
a	19	96	38
a	19	97	16
a	19	112	96
a	20	0	24
a	20	1	48
a	20	2	72
a	20	4	66
a	20	6	43
a	20	8	23
a	20	16	2
a	20	17	8
a	20	18	76
a	20	19	44
a	20	24	26
a	20	50	78
a	20	54	100
a	20	64	29
a	20	65	58
a	20	66	28
a	20	67	97
a	20	68	7
a	20	69	87
a	20	70	39
a	20	80	78
a	20	81	8
a	20	96	48
a	20	102	27
a	20	116	44
a	21	0	97
a	21	1	7
a	21	2	91
a	21	3	54
a	21	6	97
a	21	13	59
a	21	16	92
a	21	18	53
a	21	32	41
a	21	33	39
a	21	64	21
a	21	65	41
a	21	66	91
a	21	72	57
a	21	73	86
a	21	74	70
a	21	89	61
a	21	98	73
a	21	105	8
a	22	0	71
a	22	2	12
a	22	10	90
a	22	16	93
a	22	18	55
a	22	41	4
a	22	64	65
a	22	66	60
a	22	84	44
a	22	97	45
a	22	104	77
a	23	11	11
a	23	16	72
a	23	19	90
a	23	74	91
a	23	82	91
a	23	85	10
a	23	99	2
a	24	0	99
a	24	1	88
a	24	2	86
a	24	4	12
a	24	6	98
a	24	8	90
a	24	9	96
a	24	10	71
a	24	14	14
a	24	16	70
a	24	20	11
a	24	26	70
a	24	27	90
a	24	32	9
a	24	36	85
a	24	37	88
a	24	40	31
a	24	42	62
a	24	58	29
a	24	59	87
a	24	64	4
a	24	65	34
a	24	66	71
a	24	68	62
a	24	70	100
a	24	72	69
a	24	73	71
a	24	74	48
a	24	75	13
a	24	76	98
a	24	80	97
a	24	82	79
a	24	89	67
a	24	93	15
a	24	96	16
a	24	99	74
a	24	106	2
a	25	0	3
a	25	1	97
a	25	2	58
a	25	8	85
a	25	61	12
a	25	64	6
a	25	69	71
a	25	116	91
a	26	0	28
a	26	1	58
a	26	5	1
a	26	8	71
a	26	10	30
a	26	16	68
a	26	22	9
a	26	24	40
a	26	64	49
a	26	65	28
a	26	66	18
a	26	69	5
a	26	71	97
a	26	72	85
a	26	73	99
a	26	74	91
a	26	82	96
a	26	88	27
a	26	90	58
a	26	96	74
a	26	99	95
a	27	1	78
a	27	4	49
a	27	8	4
a	27	24	1
a	27	65	24
a	27	72	5
a	27	92	34
a	28	0	48
a	28	8	36
a	28	64	80
a	28	66	91
a	28	72	19
a	28	88	64
a	29	0	28
a	29	10	80
a	30	8	74
a	30	42	24
a	30	76	100
a	31	33	5
a	31	66	92
a	32	0	71
a	32	1	61
a	32	2	28
a	32	3	6
a	32	4	64
a	32	5	9
a	32	6	35
a	32	8	1
a	32	9	69
a	32	10	26
a	32	11	82
a	32	12	66
a	32	16	45
a	32	17	43
a	32	18	19
a	32	20	55
a	32	22	80
a	32	24	27
a	32	25	5
a	32	33	33
a	32	34	24
a	32	35	90
a	32	36	3
a	32	40	32
a	32	45	33
a	32	48	67
a	32	50	77
a	32	54	63
a	32	56	92
a	32	62	35
a	32	64	35
a	32	65	56
a	32	66	15
a	32	67	7
a	32	68	57
a	32	70	65
a	32	72	35
a	32	73	64
a	32	75	59
a	32	80	5
a	32	81	47
a	32	82	32
a	32	84	38
a	32	85	85
a	32	86	32
a	32	87	35
a	32	90	98
a	32	96	79
a	32	97	58
a	32	98	68
a	32	99	94
a	32	100	80
a	32	101	31
a	32	102	40
a	32	104	69
a	32	106	92
a	32	108	85
a	32	112	85
a	32	113	98
a	32	114	78
a	32	117	72
a	32	118	67
a	32	120	26
a	32	122	69
a	33	0	100
a	33	1	97
a	33	2	60
a	33	3	59
a	33	4	64
a	33	5	24
a	33	8	5
a	33	9	31
a	33	10	44
a	33	12	19
a	33	18	98
a	33	19	68
a	33	20	28
a	33	21	18
a	33	24	55
a	33	32	51
a	33	35	10
a	33	36	100
a	33	48	9
a	33	50	49
a	33	52	60
a	33	60	79
a	33	64	34
a	33	65	27
a	33	66	97
a	33	68	71
a	33	70	95
a	33	74	94
a	33	80	42
a	33	82	62
a	33	88	78
a	33	93	31
a	33	96	55
a	33	97	66
a	33	98	21
a	33	100	94
a	33	112	92
a	33	114	59
a	34	0	19
a	34	1	8
a	34	2	33
a	34	3	27
a	34	4	74
a	34	6	11
a	34	8	61
a	34	9	95
a	34	16	37
a	34	18	21
a	34	20	10
a	34	21	24
a	34	32	42
a	34	36	92
a	34	37	24
a	34	38	34
a	34	40	42
a	34	42	65
a	34	47	5
a	34	48	11
a	34	50	32
a	34	52	70
a	34	53	83
a	34	54	95
a	34	60	87
a	34	64	41
a	34	65	68
a	34	66	11
a	34	67	72
a	34	68	30
a	34	72	30
a	34	80	19
a	34	82	76
a	34	96	68
a	34	97	77
a	34	98	88
a	34	100	22
a	34	110	65
a	34	112	70
a	34	115	82
a	35	0	23
a	35	1	43
a	35	2	25
a	35	3	99
a	35	8	1
a	35	9	77
a	35	10	2
a	35	19	9
a	35	32	34
a	35	34	41
a	35	36	36
a	35	64	20
a	35	66	61
a	35	68	49
a	35	69	22
a	35	80	86
a	35	96	50
a	35	98	73
a	35	112	50
a	35	113	90
a	36	0	30
a	36	1	45
a	36	2	35
a	36	4	67
a	36	6	16
a	36	8	79
a	36	11	33
a	36	16	99
a	36	19	82
a	36	32	3
a	36	48	96
a	36	49	72
a	36	58	27
a	36	64	5
a	36	66	9
a	36	68	81
a	36	72	11
a	36	76	91
a	36	78	92
a	36	80	56
a	36	81	84
a	36	86	56
a	36	96	70
a	36	100	75
a	36	106	78
a	37	0	96
a	37	1	85
a	37	2	68
a	37	33	25
a	37	40	33
a	37	44	2
a	37	72	25
a	37	81	25
a	37	100	5
a	37	104	34
a	37	114	40
a	38	0	79
a	38	16	45
a	38	17	77
a	38	32	15
a	38	40	78
a	38	64	17
a	38	65	26
a	38	66	36
a	38	68	92
a	38	76	1
a	38	84	79
a	38	96	91
a	38	112	6
a	38	116	12
a	39	4	87
a	39	6	4
a	39	64	97
a	39	66	50
a	40	0	85
a	40	1	10
a	40	2	63
a	40	3	31
a	40	4	80
a	40	8	20
a	40	9	42
a	40	12	66
a	40	16	15
a	40	18	32
a	40	26	70
a	40	32	63
a	40	34	64
a	40	44	57
a	40	48	73
a	40	58	5
a	40	64	12
a	40	66	89
a	40	67	46
a	40	68	83
a	40	69	17
a	40	72	90
a	40	73	94
a	40	74	93
a	40	80	2
a	40	81	40
a	40	82	43
a	40	88	34
a	40	89	97
a	40	90	92
a	40	96	82
a	40	102	67
a	40	103	74
a	40	104	60
a	40	108	12
a	40	112	22
a	41	0	52
a	41	3	94
a	41	6	91
a	41	8	52
a	41	24	74
a	41	32	17
a	41	40	30
a	41	66	55
a	41	69	100
a	41	72	14
a	41	99	34
a	41	100	41
a	41	104	98
a	41	114	32
a	42	4	6
a	42	8	33
a	42	16	68
a	42	24	62
a	42	28	41
a	42	41	47
a	42	64	74
a	42	65	100
a	42	71	27
a	42	72	6
a	42	74	34
a	42	96	4
a	42	112	74
a	43	1	51
a	43	8	96
a	43	32	82
a	43	34	6
a	43	64	61
a	43	68	21
a	43	74	59
a	43	110	66
a	44	2	43
a	44	16	19
a	44	64	54
a	44	72	12
a	46	0	41
a	46	74	27
a	47	4	83
a	47	24	66
a	47	72	63
a	48	0	84
a	48	2	84
a	48	3	31
a	48	4	83
a	48	6	88
a	48	8	25
a	48	12	10
a	48	16	65
a	48	17	17
a	48	18	8
a	48	19	9
a	48	28	95
a	48	32	85
a	48	34	37
a	48	36	8
a	48	38	49
a	48	40	61
a	48	44	34
a	48	64	67
a	48	65	59
a	48	66	46
a	48	67	94
a	48	68	90
a	48	70	58
a	48	72	13
a	48	76	43
a	48	80	11
a	48	82	33
a	48	96	37
a	48	97	17
a	48	100	5
a	48	102	88
a	48	112	14
a	49	0	49
a	49	1	35
a	49	2	4
a	49	3	20
a	49	4	62
a	49	10	71
a	49	16	52
a	49	18	37
a	49	32	27
a	49	33	56
a	49	34	23
a	49	36	47
a	49	40	65
a	49	50	22
a	49	64	51
a	49	65	5
a	49	67	31
a	49	69	8
a	49	70	45
a	49	80	28
a	49	81	19
a	49	96	50
a	49	101	54
a	49	102	45
a	50	0	10
a	50	1	37
a	50	2	26
a	50	4	93
a	50	6	47
a	50	8	55
a	50	12	72
a	50	13	83
a	50	16	24
a	50	17	88
a	50	20	21
a	50	32	21
a	50	34	70
a	50	36	65
a	50	38	83
a	50	40	34
a	50	45	49
a	50	48	18
a	50	52	64
a	50	64	52
a	50	66	75
a	50	68	51
a	50	70	7
a	50	72	57
a	50	75	49
a	50	82	86
a	50	84	72
a	50	96	74
a	50	113	3
a	50	120	4
a	51	0	59
a	51	1	58
a	51	2	77
a	51	16	81
a	51	32	42
a	51	52	36
a	51	64	45
a	51	65	81
a	51	66	34
a	51	105	48
a	52	0	100
a	52	1	36
a	52	10	42
a	52	16	19
a	52	20	19
a	52	22	28
a	52	64	4
a	52	66	33
a	52	96	27
a	52	98	30
a	52	100	79
a	52	102	11
a	53	16	28
a	53	96	59
a	54	2	78
a	54	33	33
a	54	34	97
a	54	52	7
a	54	68	73
a	54	85	1
a	54	88	92
a	54	116	39
a	55	3	33
a	56	0	57
a	56	1	63
a	56	4	14
a	56	6	47
a	56	8	9
a	56	10	100
a	56	12	49
a	56	17	71
a	56	32	89
a	56	36	97
a	56	64	81
a	56	65	31
a	56	66	49
a	56	68	99
a	56	72	33
a	56	81	93
a	56	112	49
a	56	122	76
a	57	2	4
a	57	5	16
a	57	32	40
a	57	40	2
a	57	64	13
a	57	94	24
a	57	100	40
a	58	10	42
a	58	25	97
a	58	34	39
a	58	104	96
a	59	1	13
a	59	96	7
a	59	98	12
a	59	100	1
a	60	1	45
a	60	53	30
a	60	66	66
a	60	99	69
a	61	0	75
a	61	64	25
a	62	10	12
a	62	80	40
a	63	6	64
a	64	0	69
a	64	1	71
a	64	2	88
a	64	3	2
a	64	4	46
a	64	5	71
a	64	6	20
a	64	7	36
a	64	8	39
a	64	9	7
a	64	10	64
a	64	12	84
a	64	14	79
a	64	16	76
a	64	17	79
a	64	18	44
a	64	19	27
a	64	20	81
a	64	24	92
a	64	25	95
a	64	26	60
a	64	28	64
a	64	32	75
a	64	33	30
a	64	34	32
a	64	35	78
a	64	36	75
a	64	38	46
a	64	40	7
a	64	43	87
a	64	44	64
a	64	46	76
a	64	48	62
a	64	56	32
a	64	65	51
a	64	66	38
a	64	67	37
a	64	68	58
a	64	70	75
a	64	72	47
a	64	76	13
a	64	80	40
a	64	81	47
a	64	82	3
a	64	83	52
a	64	85	36
a	64	88	37
a	64	92	27
a	64	96	48
a	64	98	26
a	64	100	57
a	64	101	24
a	64	104	50
a	64	112	60
a	65	0	18
a	65	1	86
a	65	2	72
a	65	3	45
a	65	4	96
a	65	5	2
a	65	6	57
a	65	8	32
a	65	10	47
a	65	12	5
a	65	16	7
a	65	17	68
a	65	18	31
a	65	19	93
a	65	20	72
a	65	22	10
a	65	24	100
a	65	27	42
a	65	30	89
a	65	32	22
a	65	33	92
a	65	35	38
a	65	38	97
a	65	50	6
a	65	52	63
a	65	64	12
a	65	66	66
a	65	70	59
a	65	71	70
a	65	72	23
a	65	76	25
a	65	78	77
a	65	80	31
a	65	82	9
a	65	96	54
a	65	97	49
a	65	112	40
a	66	0	6
a	66	2	37
a	66	3	89
a	66	4	94
a	66	6	83
a	66	8	64
a	66	9	24
a	66	10	91
a	66	12	31
a	66	16	85
a	66	17	23
a	66	18	75
a	66	20	12
a	66	21	44
a	66	22	79
a	66	24	48
a	66	31	41
a	66	32	40
a	66	34	27
a	66	35	60
a	66	36	43
a	66	37	32
a	66	40	12
a	66	44	48
a	66	48	29
a	66	50	1
a	66	64	27
a	66	65	2
a	66	68	92
a	66	70	98
a	66	72	63
a	66	73	22
a	66	74	2
a	66	80	9
a	66	81	96
a	66	83	40
a	66	84	71
a	66	86	76
a	66	88	92
a	66	96	4
a	66	97	26
a	66	98	7
a	67	0	24
a	67	1	64
a	67	2	14
a	67	4	4
a	67	5	57
a	67	6	66
a	67	8	12
a	67	12	42
a	67	16	43
a	67	18	21
a	67	20	62
a	67	28	82
a	67	48	77
a	67	64	18
a	67	66	88
a	67	69	94
a	67	72	58
a	67	96	10
a	67	97	86
a	67	98	37
a	68	0	39
a	68	1	34
a	68	2	79
a	68	4	100
a	68	5	35
a	68	6	42
a	68	7	24
a	68	8	1
a	68	9	24
a	68	10	50
a	68	12	100
a	68	16	33
a	68	18	82
a	68	22	94
a	68	32	31
a	68	34	10
a	68	52	20
a	68	64	7
a	68	65	64
a	68	66	95
a	68	69	33
a	68	72	34
a	68	88	39
a	68	96	64
a	68	98	61
a	69	0	13
a	69	16	62
a	69	23	49
a	69	33	22
a	69	64	92
a	69	66	72
a	69	76	85
a	69	80	57
a	69	84	74
a	69	97	4
a	70	0	34
a	70	2	52
a	70	8	11
a	70	9	59
a	70	12	50
a	70	16	19
a	70	18	80
a	70	22	52
a	70	26	97
a	70	37	33
a	70	40	13
a	70	44	39
a	70	62	86
a	70	64	58
a	70	68	39
a	70	80	16
a	70	82	60
a	71	0	83
a	71	6	74
a	71	12	37
a	71	21	10
a	71	40	26
a	72	0	4
a	72	1	87
a	72	2	12
a	72	4	6
a	72	8	43
a	72	10	24
a	72	11	11
a	72	13	77
a	72	15	43
a	72	16	53
a	72	19	70
a	72	20	32
a	72	24	88
a	72	32	55
a	72	33	43
a	72	34	34
a	72	40	91
a	72	44	91
a	72	48	90
a	72	64	17
a	72	65	62
a	72	66	14
a	72	68	9
a	72	70	74
a	72	76	37
a	72	80	36
a	72	81	59
a	72	82	75
a	72	84	6
a	72	104	17
a	73	0	4
a	73	1	86
a	73	2	76
a	73	8	13
a	73	33	28
a	73	65	35
a	73	68	16
a	73	70	48
a	73	74	27
a	73	80	14
a	73	81	24
a	74	0	51
a	74	1	98
a	74	2	94
a	74	4	100
a	74	8	84
a	74	12	21
a	74	18	41
a	74	24	14
a	74	26	4
a	74	30	8
a	74	32	10
a	74	40	37
a	74	42	89
a	74	67	29
a	74	68	27
a	74	72	81
a	74	96	5
a	74	104	81
a	74	110	34
a	75	2	53
a	75	4	97
a	75	9	6
a	75	44	10
a	75	64	49
a	75	78	66
a	76	0	74
a	76	2	37
a	76	5	50
a	76	6	8
a	76	12	98
a	76	14	37
a	76	18	99
a	76	62	96
a	76	64	73
a	76	65	100
a	76	74	32
a	76	96	14
a	77	3	70
a	77	4	4
a	77	9	94
a	77	72	59
a	78	0	11
a	78	2	23
a	78	57	57
a	78	74	59
a	78	96	87
a	80	0	62
a	80	1	29
a	80	2	10
a	80	3	51
a	80	4	52
a	80	5	100
a	80	6	95
a	80	8	64
a	80	10	50
a	80	16	50
a	80	20	86
a	80	21	93
a	80	22	76
a	80	24	46
a	80	32	31
a	80	34	34
a	80	35	2
a	80	41	96
a	80	42	71
a	80	53	51
a	80	56	40
a	80	64	28
a	80	65	42
a	80	66	95
a	80	68	3
a	80	69	78
a	80	70	32
a	80	71	23
a	80	72	73
a	80	73	71
a	80	74	48
a	80	82	36
a	80	83	11
a	80	96	10
a	80	98	19
a	80	100	20
a	80	101	93
a	80	102	14
a	80	114	19
a	80	118	39
a	81	0	49
a	81	1	83
a	81	2	55
a	81	3	24
a	81	4	20
a	81	6	95
a	81	16	68
a	81	18	65
a	81	22	85
a	81	32	16
a	81	64	29
a	81	65	53
a	81	66	47
a	81	68	55
a	81	69	91
a	81	70	16
a	81	72	38
a	81	80	23
a	81	82	48
a	81	97	4
a	82	0	12
a	82	2	78
a	82	3	9
a	82	4	79
a	82	5	26
a	82	8	31
a	82	10	13
a	82	16	43
a	82	22	52
a	82	24	28
a	82	32	76
a	82	35	41
a	82	38	1
a	82	40	58
a	82	64	3
a	82	65	77
a	82	66	4
a	82	68	11
a	82	80	74
a	82	81	34
a	82	96	78
a	82	98	99
a	82	112	8
a	83	0	29
a	83	2	53
a	83	3	70
a	83	4	13
a	83	9	66
a	83	12	28
a	83	16	60
a	83	19	6
a	83	32	75
a	83	40	28
a	83	64	39
a	83	66	89
a	83	67	31
a	84	0	10
a	84	2	33
a	84	3	15
a	84	4	38
a	84	6	67
a	84	11	26
a	84	12	30
a	84	16	95
a	84	17	52
a	84	32	60
a	84	36	34
a	84	64	23
a	84	66	2
a	84	68	31
a	84	70	90
a	84	85	64
a	84	92	28
a	85	0	28
a	85	1	87
a	85	5	100
