p	2048	32768
a	0	367	34
a	0	378	98
a	0	384	42
a	0	386	17
a	0	387	56
a	0	389	61
a	0	392	34
a	0	393	63
a	0	398	21
a	0	404	76
a	0	417	24
a	0	419	53
a	0	421	97
a	0	422	68
a	0	423	45
a	0	449	3
a	0	453	87
a	0	458	53
a	0	461	52
a	0	512	28
a	0	513	26
a	0	514	94
a	0	515	91
a	0	516	97
a	0	518	49
a	0	519	94
a	0	520	38
a	0	522	54
a	0	523	66
a	0	524	18
a	0	526	2
a	0	527	77
a	0	528	8
a	0	531	25
a	0	533	20
a	0	536	82
a	0	540	89
a	0	542	80
a	0	544	59
a	0	545	41
a	0	546	80
a	0	547	14
a	0	548	54
a	0	549	42
a	0	552	96
a	0	553	99
a	0	555	94
a	0	556	6
a	0	557	28
a	0	562	91
a	0	564	64
a	0	573	12
a	0	576	92
a	0	577	66
a	0	578	98
a	0	580	79
a	0	584	87
a	0	585	14
a	0	587	96
a	0	588	91
a	0	592	34
a	0	602	52
a	0	608	97
a	0	609	42
a	0	612	66
a	0	613	14
a	0	615	13
a	0	641	88
a	0	642	66
a	0	643	64
a	0	644	65
a	0	645	5
a	0	647	80
a	0	651	97
a	0	674	21
a	0	675	82
a	0	676	20
a	0	678	37
a	0	715	98
a	0	716	86
a	0	745	84
a	0	768	5
a	0	769	16
a	0	770	11
a	0	772	46
a	0	773	19
a	0	774	97
a	0	775	87
a	0	776	7
a	0	777	38
a	0	780	35
a	0	781	56
a	0	782	1
a	0	783	24
a	0	784	87
a	0	785	7
a	0	788	63
a	0	789	18
a	0	792	26
a	0	794	80
a	0	798	43
a	0	801	35
a	0	814	16
a	0	832	31
a	0	837	49
a	0	842	97
a	0	843	98
a	0	846	81
a	0	856	10
a	0	864	89
a	0	900	96
a	0	903	11
a	0	916	48
a	0	1024	13
a	0	1025	76
a	0	1026	50
a	0	1027	100
a	0	1028	3
a	0	1029	41
a	0	1030	74
a	0	1031	51
a	0	1032	91
a	0	1033	8
a	0	1034	84
a	0	1035	13
a	0	1036	81
a	0	1037	83
a	0	1038	29
a	0	1039	91
a	0	1040	56
a	0	1041	23
a	0	1042	65
a	0	1043	60
a	0	1044	66
a	0	1045	43
a	0	1046	44
a	0	1047	47
a	0	1048	90
a	0	1050	81
a	0	1052	72
a	0	1053	55
a	0	1056	78
a	0	1057	73
a	0	1058	91
a	0	1059	6
a	0	1060	40
a	0	1061	31
a	0	1062	51
a	0	1063	86
a	0	1064	51
a	0	1065	82
a	0	1066	63
a	0	1067	97
a	0	1068	69
a	0	1069	58
a	0	1071	39
a	0	1072	36
a	0	1074	24
a	0	1076	38
a	0	1078	11
a	0	1081	6
a	0	1083	54
a	0	1084	19
a	0	1085	12
a	0	1086	37
a	0	1088	21
a	0	1089	23
a	0	1090	39
a	0	1091	2
a	0	1092	87
a	0	1093	57
a	0	1094	86
a	0	1095	25
a	0	1096	85
a	0	1097	16
a	0	1098	84
a	0	1099	84
a	0	1100	42
a	0	1101	98
a	0	1102	61
a	0	1104	16
a	0	1105	51
a	0	1107	15
a	0	1108	62
a	0	1109	19
a	0	1110	68
a	0	1112	50
a	0	1113	18
a	0	1116	12
a	0	1120	45
a	0	1121	79
a	0	1122	61
a	0	1123	28
a	0	1124	38
a	0	1125	26
a	0	1126	47
a	0	1128	79
a	0	1129	12
a	0	1130	71
a	0	1132	97
a	0	1133	6
a	0	1134	73
a	0	1136	39
a	0	1139	12
a	0	1152	10
a	0	1153	6
a	0	1154	89
a	0	1155	26
a	0	1156	32
a	0	1157	51
a	0	1158	48
a	0	1160	56
a	0	1161	18
a	0	1162	42
a	0	1164	77
a	0	1165	20
a	0	1166	95
a	0	1168	56
a	0	1170	8
a	0	1172	72
a	0	1176	71
a	0	1184	16
a	0	1185	39
a	0	1186	39
a	0	1187	77
a	0	1189	5
a	0	1190	77
a	0	1191	65
a	0	1192	4
a	0	1193	6
a	0	1194	76
a	0	1195	73
a	0	1197	15
a	0	1198	64
a	0	1199	62
a	0	1200	68
a	0	1202	40
a	0	1203	61
a	0	1209	66
a	0	1210	27
a	0	1216	40
a	0	1218	30
a	0	1221	42
a	0	1222	9
a	0	1224	69
a	0	1228	22
a	0	1229	79
a	0	1248	64
a	0	1250	63
a	0	1252	68
a	0	1257	79
a	0	1260	53
a	0	1261	23
a	0	1273	65
a	0	1280	94
a	0	1281	14
a	0	1282	41
a	0	1283	91
a	0	1284	64
a	0	1285	15
a	0	1286	81
a	0	1287	25
a	0	1288	38
a	0	1289	99
a	0	1290	53
a	0	1291	52
a	0	1292	51
a	0	1293	68
a	0	1295	5
a	0	1296	53
a	0	1300	21
a	0	1302	81
a	0	1306	59
a	0	1307	17
a	0	1312	68
a	0	1313	87
a	0	1314	95
a	0	1315	1
a	0	1316	70
a	0	1318	2
a	0	1320	97
a	0	1321	13
a	0	1322	67
a	0	1324	70
a	0	1325	94
a	0	1329	75
a	0	1330	23
a	0	1334	65
a	0	1344	5
a	0	1345	64
a	0	1346	66
a	0	1348	79
a	0	1349	95
a	0	1351	75
a	0	1352	92
a	0	1356	55
a	0	1357	45
a	0	1361	93
a	0	1366	57
a	0	1376	55
a	0	1377	36
a	0	1380	8
a	0	1384	74
a	0	1386	87
a	0	1387	40
a	0	1389	14
a	0	1400	69
a	0	1408	82
a	0	1412	38
a	0	1418	80
a	0	1419	41
a	0	1440	19
a	0	1442	68
a	0	1444	100
a	0	1446	70
a	0	1449	62
a	0	1456	23
a	0	1457	11
a	0	1462	83
a	0	1472	17
a	0	1473	19
a	0	1482	63
a	0	1484	92
a	0	1489	64
a	0	1536	8
a	0	1537	49
a	0	1538	82
a	0	1539	66
a	0	1540	73
a	0	1542	14
a	0	1543	21
a	0	1544	30
a	0	1545	80
a	0	1546	68
a	0	1547	50
a	0	1549	94
a	0	1555	33
a	0	1559	30
a	0	1560	77
a	0	1564	19
a	0	1568	88
a	0	1569	47
a	0	1570	93
a	0	1571	41
a	0	1572	80
a	0	1574	74
a	0	1575	37
a	0	1576	97
a	0	1578	70
a	0	1584	29
a	0	1585	37
a	0	1588	4
a	0	1592	64
a	0	1595	34
a	0	1600	2
a	0	1601	42
a	0	1602	74
a	0	1604	95
a	0	1605	97
a	0	1607	31
a	0	1608	62
a	0	1609	49
a	0	1611	7
a	0	1612	60
a	0	1616	7
a	0	1617	98
a	0	1632	85
a	0	1633	61
a	0	1634	21
a	0	1636	9
a	0	1641	22
a	0	1647	81
a	0	1650	19
a	0	1661	6
a	0	1664	29
a	0	1666	47
a	0	1668	69
a	0	1677	54
a	0	1678	15
a	0	1681	4
a	0	1688	6
a	0	1689	37
a	0	1698	22
a	0	1740	44
a	0	1754	25
a	0	1765	87
a	0	1768	51
a	0	1769	9
a	0	1792	52
a	0	1793	44
a	0	1796	61
a	0	1797	98
a	0	1798	97
a	0	1799	64
a	0	1800	70
a	0	1801	1
a	0	1804	60
a	0	1809	81
a	0	1817	50
a	0	1826	92
a	0	1829	84
a	0	1836	66
a	0	1837	13
a	0	1840	80
a	0	1856	17
a	0	1885	52
a	0	1888	30
a	0	1922	18
a	0	1925	71
a	0	1926	91
a	0	1946	70
a	0	1954	5
a	0	1986	53
a	1	0	59
a	1	2	49
a	1	3	29
a	1	4	80
a	1	5	39
a	1	6	15
a	1	7	94
a	1	8	57
a	1	9	50
a	1	10	41
a	1	11	92
a	1	12	60
a	1	13	96
a	1	14	23
a	1	16	78
a	1	17	71
a	1	18	23
a	1	19	61
a	1	20	100
a	1	21	38
a	1	22	87
a	1	23	61
a	1	24	57
a	1	25	56
a	1	26	30
a	1	27	52
a	1	28	20
a	1	29	54
a	1	32	40
a	1	33	90
a	1	34	87
a	1	35	82
a	1	36	11
a	1	37	35
a	1	38	93
a	1	39	11
a	1	40	42
a	1	41	63
a	1	42	49
a	1	43	19
a	1	44	51
a	1	45	46
a	1	46	80
a	1	48	5
a	1	50	21
a	1	53	1
a	1	56	1
a	1	60	16
a	1	64	79
a	1	65	40
a	1	66	11
a	1	67	59
a	1	68	22
a	1	69	92
a	1	70	47
a	1	72	87
a	1	73	72
a	1	74	86
a	1	75	60
a	1	76	50
a	1	78	94
a	1	80	28
a	1	81	59
a	1	82	77
a	1	86	92
a	1	88	40
a	1	89	22
a	1	94	28
a	1	96	51
a	1	97	87
a	1	98	24
a	1	100	81
a	1	102	8
a	1	104	56
a	1	106	46
a	1	108	46
a	1	109	14
a	1	118	1
a	1	125	53
a	1	128	91
a	1	130	24
a	1	132	80
a	1	133	31
a	1	134	95
a	1	136	64
a	1	140	30
a	1	142	46
a	1	144	46
a	1	149	98
a	1	152	37
a	1	153	59
a	1	154	91
a	1	160	49
a	1	162	88
a	1	164	99
a	1	165	10
a	1	168	87
a	1	172	95
a	1	175	8
a	1	180	45
a	1	186	60
a	1	188	34
a	1	194	29
a	1	198	3
a	1	205	65
a	1	210	58
a	1	224	79
a	1	232	65
a	1	240	57
a	1	242	38
a	1	256	35
a	1	257	4
a	1	258	23
a	1	259	88
a	1	260	44
a	1	261	55
a	1	262	73
a	1	263	84
a	1	264	11
a	1	265	85
a	1	266	12
a	1	268	44
a	1	272	47
a	1	274	9
a	1	276	69
a	1	278	65
a	1	283	42
a	1	284	30
a	1	288	4
a	1	289	8
a	1	290	21
a	1	292	69
a	1	293	95
a	1	294	81
a	1	295	71
a	1	296	93
a	1	300	53
a	1	302	84
a	1	308	86
a	1	320	9
a	1	322	32
a	1	324	21
a	1	325	81
a	1	326	48
a	1	328	24
a	1	330	38
a	1	332	41
a	1	333	81
a	1	352	44
a	1	360	57
a	1	368	96
a	1	369	68
a	1	384	74
a	1	385	92
a	1	386	34
a	1	388	1
a	1	389	90
a	1	396	47
a	1	416	84
a	1	418	35
a	1	421	67
a	1	434	61
a	1	460	47
a	1	512	44
a	1	513	89
a	1	514	23
a	1	517	15
a	1	520	75
a	1	522	26
a	1	523	3
a	1	524	79
a	1	525	90
a	1	528	92
a	1	530	49
a	1	531	54
a	1	536	29
a	1	540	30
a	1	544	82
a	1	545	30
a	1	546	50
a	1	547	79
a	1	548	75
a	1	551	84
a	1	552	79
a	1	553	27
a	1	554	36
a	1	556	76
a	1	562	61
a	1	576	15
a	1	578	80
a	1	580	86
a	1	584	42
a	1	598	23
a	1	600	39
a	1	642	13
a	1	648	78
a	1	650	42
a	1	674	81
a	1	682	24
a	1	704	25
a	1	712	54
a	1	744	59
a	1	752	86
a	1	768	88
a	1	770	61
a	1	772	79
a	1	774	42
a	1	776	72
a	1	780	31
a	1	795	45
a	1	806	59
a	1	808	35
a	1	822	80
a	1	831	87
a	1	833	80
a	1	834	50
a	1	840	4
a	1	844	77
a	1	846	35
a	1	848	18
a	1	865	53
a	1	872	29
a	1	896	67
a	1	905	16
a	1	992	6
a	1	1024	73
a	1	1025	24
a	1	1026	43
a	1	1027	94
a	1	1028	66
a	1	1029	86
a	1	1030	63
a	1	1031	62
a	1	1032	3
a	1	1033	12
a	1	1034	47
a	1	1035	98
a	1	1036	91
a	1	1037	30
a	1	1038	82
a	1	1040	1
a	1	1041	27
a	1	1043	25
a	1	1044	42
a	1	1046	52
a	1	1048	68
a	1	1050	90
a	1	1052	25
a	1	1053	89
a	1	1056	50
a	1	1057	25
a	1	1058	33
a	1	1060	48
a	1	1061	89
a	1	1062	75
a	1	1063	35
a	1	1064	98
a	1	1065	97
a	1	1066	99
a	1	1067	79
a	1	1068	16
a	1	1069	83
a	1	1070	53
a	1	1071	61
a	1	1072	94
a	1	1073	28
a	1	1080	40
a	1	1086	43
a	1	1088	65
a	1	1089	88
a	1	1090	29
a	1	1091	45
a	1	1092	1
a	1	1094	31
a	1	1095	67
a	1	1096	77
a	1	1097	71
a	1	1098	79
a	1	1099	13
a	1	1100	36
a	1	1102	54
a	1	1104	68
a	1	1105	34
a	1	1106	96
a	1	1108	80
a	1	1109	74
a	1	1112	87
a	1	1113	97
a	1	1120	72
a	1	1122	87
a	1	1124	98
a	1	1125	90
a	1	1128	53
a	1	1129	24
a	1	1130	6
a	1	1134	39
a	1	1136	82
a	1	1142	65
a	1	1146	31
a	1	1152	84
a	1	1153	28
a	1	1154	99
a	1	1155	15
a	1	1156	67
a	1	1157	15
a	1	1160	74
a	1	1161	37
a	1	1164	10
a	1	1165	17
a	1	1182	79
a	1	1184	73
a	1	1185	28
a	1	1186	87
a	1	1188	19
a	1	1194	60
a	1	1196	69
a	1	1197	1
a	1	1199	60
a	1	1200	42
a	1	1216	44
a	1	1225	52
a	1	1228	96
a	1	1229	97
a	1	1230	48
a	1	1231	22
a	1	1248	4
a	1	1250	84
a	1	1256	2
a	1	1277	41
a	1	1280	87
a	1	1281	56
a	1	1282	78
a	1	1283	88
a	1	1284	43
a	1	1285	89
a	1	1286	98
a	1	1288	43
a	1	1289	7
a	1	1290	64
a	1	1292	79
a	1	1295	37
a	1	1296	78
a	1	1298	63
a	1	1304	91
a	1	1312	67
a	1	1314	26
a	1	1315	49
a	1	1316	7
a	1	1317	30
a	1	1318	8
a	1	1320	36
a	1	1321	70
a	1	1322	17
a	1	1324	80
a	1	1325	81
a	1	1334	89
a	1	1344	68
a	1	1346	100
a	1	1347	23
a	1	1350	64
a	1	1351	77
a	1	1352	42
a	1	1355	67
a	1	1356	33
a	1	1357	53
a	1	1358	97
a	1	1362	82
a	1	1378	8
a	1	1382	72
a	1	1384	27
a	1	1390	55
a	1	1412	19
a	1	1416	85
a	1	1418	12
a	1	1420	62
a	1	1424	38
a	1	1440	91
a	1	1448	94
a	1	1451	25
a	1	1456	98
a	1	1462	25
a	1	1469	10
a	1	1476	34
a	1	1481	85
a	1	1536	33
a	1	1537	38
a	1	1538	45
a	1	1540	13
a	1	1541	82
a	1	1542	75
a	1	1543	88
a	1	1544	63
a	1	1545	12
a	1	1546	17
a	1	1547	60
a	1	1548	85
a	1	1549	95
a	1	1550	24
a	1	1554	50
a	1	1556	79
a	1	1560	80
a	1	1563	1
a	1	1568	30
a	1	1569	97
a	1	1572	15
a	1	1574	10
a	1	1576	82
a	1	1578	26
a	1	1580	43
a	1	1582	94
a	1	1594	54
a	1	1600	65
a	1	1604	12
a	1	1606	73
a	1	1614	23
a	1	1615	47
a	1	1626	14
a	1	1636	74
a	1	1652	65
a	1	1664	88
a	1	1668	19
a	1	1678	18
a	1	1698	2
a	1	1730	77
a	1	1738	91
a	1	1792	40
a	1	1793	40
a	1	1796	75
a	1	1798	93
a	1	1802	53
a	1	1806	82
a	1	1808	77
a	1	1824	57
a	1	1828	6
a	1	1830	53
a	1	1832	47
a	1	1920	84
a	1	1922	88
a	2	0	64
a	2	1	29
a	2	3	59
a	2	4	43
a	2	5	50
a	2	6	30
a	2	7	20
a	2	8	38
a	2	9	19
a	2	10	63
a	2	11	1
a	2	12	38
a	2	13	62
a	2	14	15
a	2	16	38
a	2	17	8
a	2	18	85
a	2	19	76
a	2	21	10
a	2	24	80
a	2	25	26
a	2	27	5
a	2	29	96
a	2	31	28
a	2	32	57
a	2	33	17
a	2	34	52
a	2	35	58
a	2	36	65
a	2	37	68
a	2	38	87
a	2	39	53
a	2	40	7
a	2	41	37
a	2	44	95
a	2	45	97
a	2	46	36
a	2	48	44
a	2	55	48
a	2	56	28
a	2	57	3
a	2	60	21
a	2	64	82
a	2	65	12
a	2	66	31
a	2	68	24
a	2	69	36
a	2	72	50
a	2	73	22
a	2	76	70
a	2	77	16
a	2	80	81
a	2	81	14
a	2	84	44
a	2	85	21
a	2	88	56
a	2	89	19
a	2	92	31
a	2	94	65
a	2	96	48
a	2	97	53
a	2	100	24
a	2	101	90
a	2	104	6
a	2	105	7
a	2	107	21
a	2	108	27
a	2	109	51
a	2	113	49
a	2	116	27
a	2	120	2
a	2	128	28
a	2	129	14
a	2	133	61
a	2	136	1
a	2	149	60
a	2	152	17
a	2	160	13
a	2	161	45
a	2	164	72
a	2	167	52
a	2	168	25
a	2	183	83
a	2	192	26
a	2	193	81
a	2	200	93
a	2	204	21
a	2	205	34
a	2	225	72
a	2	226	95
a	2	256	15
a	2	257	73
a	2	258	18
a	2	260	47
a	2	261	91
a	2	262	34
a	2	264	21
a	2	265	68
a	2	266	18
a	2	268	77
a	2	269	68
a	2	270	95
a	2	272	16
a	2	274	14
a	2	288	52
a	2	289	35
a	2	290	21
a	2	291	83
a	2	293	70
a	2	297	44
a	2	300	1
a	2	303	89
a	2	309	47
a	2	314	52
a	2	320	97
a	2	321	72
a	2	322	10
a	2	325	87
a	2	327	55
a	2	329	45
a	2	332	81
a	2	333	41
a	2	340	12
a	2	347	72
a	2	352	99
a	2	357	65
a	2	385	64
a	2	388	86
a	2	394	100
a	2	396	16
a	2	397	17
a	2	400	52
a	2	417	17
a	2	424	100
a	2	448	3
a	2	484	49
a	2	512	49
a	2	513	47
a	2	515	28
a	2	516	88
a	2	517	60
a	2	521	83
a	2	522	44
a	2	523	78
a	2	524	8
a	2	527	79
a	2	533	67
a	2	536	51
a	2	544	33
a	2	548	57
a	2	549	50
a	2	550	70
a	2	552	73
a	2	553	77
a	2	576	14
a	2	578	58
a	2	580	52
a	2	581	6
a	2	584	47
a	2	588	65
a	2	589	24
a	2	609	16
a	2	610	60
a	2	624	96
a	2	625	100
a	2	641	54
a	2	645	7
a	2	649	89
a	2	657	94
a	2	660	49
a	2	672	88
a	2	681	60
a	2	720	62
a	2	768	53
a	2	769	13
a	2	773	6
a	2	777	26
a	2	796	13
a	2	800	57
a	2	833	34
a	2	849	59
a	2	896	37
a	2	1024	69
a	2	1025	40
a	2	1026	5
a	2	1027	63
a	2	1028	66
a	2	1029	50
a	2	1030	9
a	2	1031	31
a	2	1032	48
a	2	1033	64
a	2	1034	69
a	2	1036	36
a	2	1037	35
a	2	1038	32
a	2	1039	34
a	2	1040	10
a	2	1042	76
a	2	1043	47
a	2	1044	42
a	2	1045	41
a	2	1048	26
a	2	1049	23
a	2	1051	97
a	2	1053	49
a	2	1055	21
a	2	1056	94
a	2	1057	25
a	2	1058	16
a	2	1060	46
a	2	1061	33
a	2	1062	75
a	2	1064	22
a	2	1065	45
a	2	1066	48
a	2	1067	23
a	2	1068	75
a	2	1069	36
a	2	1073	41
a	2	1076	83
a	2	1088	66
a	2	1089	85
a	2	1090	71
a	2	1091	4
a	2	1092	60
a	2	1093	17
a	2	1095	29
a	2	1096	42
a	2	1097	42
a	2	1098	62
a	2	1101	95
a	2	1104	38
a	2	1105	7
a	2	1120	50
a	2	1121	4
a	2	1124	100
a	2	1128	65
a	2	1132	84
a	2	1133	89
a	2	1134	21
a	2	1136	95
a	2	1152	40
a	2	1153	37
a	2	1154	45
a	2	1155	8
a	2	1156	14
a	2	1160	77
a	2	1162	9
a	2	1165	38
a	2	1180	8
a	2	1184	66
a	2	1185	93
a	2	1188	36
a	2	1192	73
a	2	1197	93
a	2	1209	92
a	2	1220	52
a	2	1224	36
a	2	1225	58
a	2	1280	96
a	2	1281	67
a	2	1284	52
a	2	1285	60
a	2	1288	24
a	2	1291	12
a	2	1292	23
a	2	1293	44
a	2	1296	47
a	2	1297	24
a	2	1298	18
a	2	1300	32
a	2	1312	27
a	2	1315	6
a	2	1317	89
a	2	1322	6
a	2	1329	13
a	2	1344	58
a	2	1348	84
a	2	1350	100
a	2	1356	67
a	2	1376	90
a	2	1380	21
a	2	1393	66
a	2	1408	75
a	2	1409	66
a	2	1416	63
a	2	1421	31
a	2	1428	94
a	2	1456	60
a	2	1472	38
a	2	1487	68
a	2	1516	45
a	2	1536	94
a	2	1538	71
a	2	1539	59
a	2	1544	6
a	2	1545	2
a	2	1548	94
a	2	1549	86
a	2	1552	95
a	2	1553	82
a	2	1568	47
a	2	1571	14
a	2	1572	14
a	2	1576	22
a	2	1578	70
a	2	1600	7
a	2	1604	68
a	2	1612	66
a	2	1632	63
a	2	1635	13
a	2	1636	32
a	2	1640	20
a	2	1656	68
a	2	1664	25
a	2	1665	74
a	2	1666	78
a	2	1668	12
a	2	1669	8
a	2	1673	61
a	2	1696	16
a	2	1698	92
a	2	1712	47
a	2	1749	84
a	2	1753	33
a	2	1792	15
a	2	1794	35
a	2	1795	48
a	2	1797	42
a	2	1800	32
a	2	1805	19
a	2	1824	10
a	2	1829	63
a	2	1832	59
a	2	1836	24
a	2	1860	19
a	3	0	65
a	3	1	79
a	3	2	49
a	3	4	9
a	3	5	59
a	3	6	30
a	3	7	71
a	3	8	100
a	3	9	33
a	3	10	29
a	3	12	98
a	3	15	13
a	3	16	94
a	3	17	12
a	3	18	5
a	3	20	45
a	3	24	64
a	3	26	18
a	3	32	58
a	3	33	49
a	3	36	62
a	3	37	12
a	3	38	21
a	3	40	8
a	3	41	77
a	3	43	91
a	3	44	67
a	3	46	7
a	3	48	87
a	3	52	49
a	3	54	70
a	3	56	68
a	3	64	36
a	3	66	60
a	3	68	47
a	3	70	81
a	3	72	61
a	3	76	35
a	3	80	51
a	3	82	27
a	3	96	83
a	3	98	32
a	3	104	14
a	3	108	92
a	3	111	68
a	3	128	27
a	3	129	61
a	3	132	86
a	3	135	1
a	3	136	23
a	3	141	2
a	3	142	25
a	3	152	87
a	3	168	98
a	3	170	41
a	3	172	76
a	3	192	1
a	3	200	80
a	3	238	97
a	3	256	7
a	3	257	10
a	3	260	14
a	3	262	19
a	3	264	23
a	3	265	23
a	3	268	16
a	3	270	58
a	3	273	39
a	3	274	97
a	3	280	96
a	3	284	56
a	3	298	34
a	3	304	4
a	3	320	65
a	3	328	12
a	3	332	92
a	3	352	54
a	3	388	52
a	3	423	37
a	3	450	93
a	3	512	33
a	3	513	37
a	3	516	90
a	3	517	7
a	3	518	50
a	3	525	8
a	3	530	74
a	3	544	68
a	3	548	60
a	3	552	26
a	3	553	49
a	3	556	48
a	3	584	16
a	3	588	54
a	3	608	64
a	3	624	100
a	3	644	95
a	3	652	1
a	3	672	14
a	3	675	15
a	3	769	57
a	3	770	1
a	3	772	79
a	3	776	31
a	3	786	83
a	3	908	64
a	3	1024	69
a	3	1025	4
a	3	1026	71
a	3	1027	60
a	3	1028	20
a	3	1029	29
a	3	1030	57
a	3	1031	38
a	3	1032	38
a	3	1033	35
a	3	1036	22
a	3	1037	52
a	3	1040	93
a	3	1044	94
a	3	1056	77
a	3	1057	11
a	3	1059	8
a	3	1060	41
a	3	1061	58
a	3	1064	41
a	3	1066	16
a	3	1068	45
a	3	1077	34
a	3	1080	53
a	3	1081	82
a	3	1084	25
a	3	1088	62
a	3	1089	44
a	3	1090	3
a	3	1092	97
a	3	1094	83
a	3	1096	88
a	3	1098	36
a	3	1100	28
a	3	1104	2
a	3	1105	88
a	3	1120	88
a	3	1121	22
a	3	1122	14
a	3	1129	59
a	3	1136	8
a	3	1152	26
a	3	1153	43
a	3	1156	36
a	3	1158	25
a	3	1160	92
a	3	1162	60
a	3	1168	69
a	3	1176	62
a	3	1184	78
a	3	1209	86
a	3	1216	78
a	3	1228	84
a	3	1280	68
a	3	1282	74
a	3	1284	1
a	3	1288	10
a	3	1292	22
a	3	1304	68
a	3	1305	84
a	3	1308	1
a	3	1312	65
a	3	1320	90
a	3	1321	46
a	3	1323	42
a	3	1344	49
a	3	1350	65
a	3	1357	74
a	3	1372	6
a	3	1376	29
a	3	1384	59
a	3	1388	88
a	3	1410	94
a	3	1416	75
a	3	1536	16
a	3	1537	41
a	3	1538	91
a	3	1540	65
a	3	1541	100
a	3	1544	21
a	3	1546	38
a	3	1548	64
a	3	1552	81
a	3	1556	79
a	3	1568	95
a	3	1572	41
a	3	1573	61
a	3	1576	57
a	3	1597	83
a	3	1600	77
a	3	1602	28
a	3	1652	20
a	3	1656	73
a	3	1658	1
a	3	1696	35
a	3	1792	70
a	3	1796	19
a	3	1800	53
a	3	1805	75
a	3	1824	66
a	3	1888	68
a	4	0	1
a	4	1	99
a	4	2	65
a	4	3	4
a	4	5	58
a	4	6	11
a	4	7	50
a	4	8	34
a	4	9	74
a	4	10	3
a	4	12	7
a	4	13	9
a	4	14	10
a	4	15	96
a	4	16	86
a	4	17	70
a	4	18	26
a	4	19	29
a	4	20	20
a	4	21	61
a	4	24	2
a	4	25	28
a	4	26	85
a	4	28	6
a	4	32	32
a	4	33	30
a	4	34	44
a	4	36	6
a	4	37	83
a	4	38	48
a	4	40	78
a	4	41	54
a	4	42	82
a	4	43	92
a	4	46	13
a	4	51	51
a	4	52	91
a	4	56	31
a	4	58	85
a	4	63	87
a	4	64	42
a	4	65	92
a	4	66	87
a	4	68	19
a	4	70	44
a	4	72	41
a	4	73	16
a	4	74	21
a	4	80	49
a	4	81	57
a	4	83	44
