p	256	4096
a	1	170	5
a	1	171	11
a	1	172	98
a	1	173	20
a	1	174	70
a	1	176	44
a	1	177	81
a	1	180	21
a	1	181	74
a	1	182	31
a	1	192	86
a	1	193	78
a	1	195	69
a	1	196	95
a	1	197	39
a	1	198	49
a	1	208	99
a	1	212	55
a	1	224	34
a	1	225	9
a	1	226	6
a	1	228	7
a	1	230	48
a	2	0	85
a	2	1	94
a	2	3	87
a	2	4	90
a	2	5	57
a	2	6	79
a	2	7	98
a	2	8	28
a	2	9	48
a	2	10	36
a	2	11	86
a	2	12	93
a	2	13	71
a	2	16	15
a	2	17	59
a	2	18	15
a	2	19	21
a	2	20	8
a	2	21	9
a	2	24	35
a	2	26	88
a	2	32	31
a	2	33	81
a	2	34	90
a	2	35	86
a	2	36	93
a	2	37	61
a	2	39	97
a	2	40	19
a	2	41	46
a	2	43	59
a	2	44	2
a	2	45	59
a	2	46	32
a	2	53	76
a	2	64	37
a	2	65	34
a	2	66	78
a	2	68	51
a	2	69	42
a	2	72	48
a	2	78	19
a	2	80	21
a	2	81	15
a	2	83	34
a	2	96	9
a	2	99	54
a	2	100	60
a	2	128	82
a	2	129	81
a	2	130	64
a	2	131	73
a	2	132	23
a	2	133	5
a	2	134	37
a	2	136	40
a	2	137	63
a	2	138	31
a	2	139	75
a	2	140	19
a	2	144	77
a	2	145	40
a	2	146	43
a	2	149	28
a	2	150	44
a	2	151	5
a	2	152	15
a	2	154	36
a	2	155	77
a	2	160	12
a	2	161	69
a	2	162	77
a	2	164	82
a	2	165	74
a	2	166	71
a	2	176	20
a	2	177	68
a	2	179	92
a	2	184	69
a	2	188	29
a	2	192	75
a	2	193	80
a	2	194	91
a	2	196	75
a	2	197	11
a	2	198	57
a	2	200	20
a	2	202	47
a	2	204	29
a	2	208	58
a	2	209	51
a	2	210	25
a	2	220	38
a	2	224	38
a	2	225	55
a	3	0	30
a	3	1	63
a	3	2	40
a	3	4	82
a	3	5	16
a	3	7	30
a	3	8	77
a	3	9	86
a	3	10	2
a	3	11	3
a	3	16	6
a	3	18	24
a	3	20	99
a	3	24	94
a	3	28	64
a	3	32	92
a	3	33	46
a	3	34	5
a	3	36	37
a	3	38	85
a	3	40	91
a	3	41	77
a	3	48	85
a	3	49	100
a	3	64	88
a	3	66	6
a	3	68	97
a	3	72	47
a	3	74	36
a	3	104	83
a	3	112	26
a	3	116	8
a	3	128	60
a	3	129	78
a	3	130	9
a	3	132	19
a	3	133	73
a	3	136	87
a	3	138	2
a	3	141	12
a	3	144	37
a	3	145	39
a	3	146	90
a	3	156	36
a	3	160	45
a	3	161	88
a	3	162	54
a	3	164	91
a	3	167	27
a	3	192	23
a	3	194	65
a	3	197	35
a	3	199	99
a	3	200	29
a	3	208	81
a	3	216	99
a	3	224	63
a	3	244	26
a	4	0	84
a	4	1	81
a	4	2	51
a	4	3	19
a	4	5	12
a	4	6	96
a	4	7	26
a	4	8	58
a	4	9	61
a	4	10	33
a	4	11	7
a	4	12	11
a	4	14	74
a	4	16	77
a	4	17	58
a	4	18	21
a	4	20	19
a	4	22	59
a	4	24	23
a	4	25	17
a	4	29	89
a	4	32	55
a	4	33	3
a	4	34	86
a	4	36	18
a	4	37	34
a	4	39	20
a	4	40	38
a	4	41	27
a	4	42	83
a	4	44	56
a	4	50	24
a	4	57	32
a	4	60	43
a	4	64	69
a	4	65	39
a	4	66	35
a	4	67	96
a	4	68	55
a	4	71	14
a	4	72	59
a	4	73	99
a	4	76	89
a	4	81	80
a	4	84	41
a	4	96	87
a	4	97	61
a	4	98	57
a	4	99	91
a	4	100	82
a	4	110	99
a	4	128	38
a	4	129	85
a	4	130	50
a	4	131	99
a	4	132	58
a	4	133	30
a	4	134	38
a	4	135	42
a	4	136	61
a	4	137	5
a	4	138	38
a	4	139	6
a	4	140	13
a	4	141	95
a	4	144	16
a	4	145	57
a	4	146	99
a	4	147	27
a	4	148	1
a	4	150	97
a	4	152	95
a	4	157	7
a	4	160	91
a	4	161	92
a	4	163	99
a	4	164	84
a	4	165	40
a	4	166	57
a	4	168	65
a	4	169	25
a	4	172	87
a	4	173	77
a	4	176	98
a	4	178	23
a	4	192	61
a	4	193	20
a	4	194	74
a	4	195	81
a	4	196	3
a	4	197	57
a	4	198	18
a	4	203	22
a	4	204	99
a	4	208	3
a	4	209	45
a	4	224	48
a	4	225	52
a	4	228	20
a	4	231	6
a	4	249	16
a	5	0	53
a	5	1	14
a	5	2	92
a	5	3	25
a	5	4	12
a	5	6	60
a	5	8	63
a	5	9	38
a	5	12	39
a	5	16	84
a	5	24	30
a	5	32	42
a	5	33	27
a	5	36	63
a	5	38	38
a	5	40	46
a	5	42	21
a	5	44	24
a	5	45	46
a	5	46	94
a	5	64	50
a	5	65	92
a	5	66	48
a	5	67	83
a	5	68	45
a	5	72	57
a	5	73	79
a	5	74	32
a	5	96	34
a	5	116	66
a	5	128	96
a	5	129	59
a	5	130	42
a	5	131	94
a	5	132	6
a	5	136	42
a	5	137	66
a	5	139	73
a	5	142	93
a	5	144	39
a	5	146	43
a	5	160	60
a	5	161	51
a	5	164	80
a	5	176	83
a	5	192	67
a	5	196	53
a	5	201	90
a	5	209	76
a	5	224	59
a	5	246	63
a	5	250	69
a	6	0	65
a	6	1	13
a	6	2	47
a	6	3	51
a	6	4	78
a	6	5	1
a	6	7	47
a	6	8	77
a	6	9	12
a	6	10	75
a	6	11	26
a	6	12	39
a	6	13	74
a	6	16	79
a	6	17	8
a	6	21	65
a	6	32	57
a	6	33	79
a	6	35	96
a	6	37	84
a	6	40	26
a	6	42	25
a	6	43	29
a	6	45	18
a	6	48	37
a	6	49	34
a	6	64	96
a	6	65	20
a	6	66	60
a	6	70	27
a	6	73	81
a	6	96	54
a	6	112	1
a	6	128	54
a	6	129	72
a	6	130	86
a	6	131	9
a	6	132	83
a	6	133	58
a	6	134	18
a	6	135	65
a	6	136	58
a	6	137	80
a	6	138	68
a	6	139	39
a	6	148	60
a	6	149	79
a	6	153	79
a	6	155	53
a	6	158	66
a	6	160	41
a	6	162	91
a	6	164	7
a	6	165	9
a	6	169	79
a	6	176	16
a	6	181	38
a	6	192	16
a	6	193	47
a	6	194	95
a	6	197	84
a	6	200	42
a	6	201	35
a	6	226	74
a	6	228	43
a	6	229	52
a	6	231	71
a	7	0	9
a	7	2	2
a	7	3	6
a	7	4	60
a	7	5	36
a	7	8	77
a	7	12	69
a	7	14	29
a	7	16	86
a	7	17	40
a	7	34	16
a	7	42	71
a	7	64	15
a	7	71	22
a	7	128	53
a	7	130	19
a	7	132	51
a	7	136	58
a	7	145	91
a	7	160	15
a	7	161	47
a	7	162	31
a	7	164	29
a	7	165	37
a	7	174	35
a	7	176	44
a	7	194	50
a	7	201	66
a	7	220	64
a	7	226	73
a	8	0	46
a	8	1	43
a	8	2	66
a	8	3	69
a	8	4	64
a	8	5	72
a	8	6	58
a	8	9	24
a	8	12	26
a	8	16	70
a	8	18	30
a	8	19	96
a	8	20	80
a	8	21	79
a	8	32	81
a	8	33	96
a	8	34	69
a	8	36	11
a	8	40	5
a	8	41	99
a	8	42	70
a	8	44	97
a	8	48	22
a	8	64	63
a	8	65	97
a	8	66	95
a	8	69	93
a	8	72	15
a	8	73	37
a	8	76	22
a	8	77	4
a	8	81	77
a	8	96	50
a	8	97	85
a	8	99	72
a	8	104	2
a	8	121	63
a	8	128	27
a	8	129	56
a	8	130	87
a	8	131	86
a	8	132	91
a	8	133	64
a	8	134	77
a	8	136	4
a	8	141	40
a	8	143	97
a	8	144	43
a	8	145	74
a	8	146	25
a	8	148	31
a	8	160	30
a	8	161	99
a	8	164	58
a	8	166	5
a	8	177	9
a	8	189	43
a	8	192	100
a	8	193	8
a	8	196	95
a	8	200	51
a	8	208	58
a	8	226	54
a	8	240	34
a	9	0	42
a	9	1	12
a	9	3	96
a	9	4	13
a	9	5	100
a	9	14	24
a	9	20	10
a	9	25	40
a	9	26	45
a	9	29	35
a	9	32	74
a	9	33	34
a	9	36	28
a	9	40	93
a	9	64	28
a	9	96	91
a	9	128	68
a	9	132	88
a	9	133	96
a	9	136	4
a	9	137	50
a	9	140	6
a	9	141	32
a	9	144	83
a	9	152	64
a	9	154	61
a	9	164	56
a	9	168	55
a	9	172	58
a	9	176	2
a	9	192	19
a	9	196	92
a	9	197	40
a	10	0	69
a	10	1	72
a	10	4	58
a	10	5	59
a	10	8	76
a	10	13	17
a	10	16	60
a	10	17	99
a	10	20	70
a	10	32	18
a	10	36	99
a	10	57	7
a	10	73	91
a	10	75	49
a	10	128	72
a	10	129	51
a	10	130	89
a	10	131	32
a	10	132	19
a	10	136	19
a	10	137	52
a	10	140	88
a	10	160	56
a	10	162	92
a	10	170	73
a	10	194	1
a	10	196	23
a	10	224	9
a	11	0	59
a	11	1	79
a	11	4	30
a	11	8	62
a	11	68	52
a	11	128	27
a	11	132	82
a	11	136	7
a	11	138	67
a	11	148	48
a	11	192	91
a	12	0	11
a	12	1	25
a	12	2	75
a	12	4	88
a	12	7	91
a	12	10	21
a	12	14	81
a	12	16	15
a	12	17	62
a	12	18	71
a	12	32	32
a	12	33	56
a	12	36	13
a	12	40	53
a	12	48	1
a	12	64	40
a	12	65	27
a	12	83	25
a	12	116	40
a	12	128	3
a	12	129	75
a	12	133	73
a	12	136	28
a	12	137	94
a	12	140	64
a	12	144	52
a	12	145	85
a	12	148	3
a	12	149	2
a	12	153	88
a	12	160	19
a	12	162	6
a	12	193	54
a	12	196	48
a	12	197	21
a	12	224	33
a	13	0	74
a	13	1	16
a	13	2	58
a	13	4	46
a	13	8	74
a	13	12	3
a	13	16	47
a	13	32	16
a	13	44	70
a	13	73	4
a	13	80	41
a	13	128	39
a	13	129	41
a	13	130	96
a	13	132	96
a	13	136	19
a	13	139	49
a	13	140	95
a	13	160	4
a	13	162	27
a	13	166	8
a	13	168	49
a	13	224	31
a	14	0	30
a	14	2	50
a	14	3	3
a	14	7	95
a	14	9	43
a	14	16	100
a	14	32	46
a	14	97	93
a	14	128	14
a	14	129	9
a	14	131	47
a	14	133	22
a	14	136	27
a	14	161	99
a	14	162	44
a	14	178	93
a	14	192	9
a	14	197	4
a	15	2	6
a	15	4	62
a	15	5	93
a	15	12	74
a	15	32	55
a	15	128	86
a	15	144	8
a	16	0	39
a	16	1	50
a	16	2	22
a	16	4	73
a	16	5	89
a	16	7	48
a	16	8	8
a	16	9	16
a	16	14	48
a	16	17	22
a	16	18	11
a	16	19	76
a	16	20	25
a	16	21	16
a	16	24	22
a	16	25	28
a	16	28	32
a	16	31	60
a	16	32	29
a	16	33	84
a	16	34	85
a	16	36	43
a	16	37	15
a	16	40	32
a	16	41	56
a	16	48	71
a	16	49	91
a	16	52	74
a	16	61	37
a	16	64	94
a	16	78	88
a	16	80	24
a	16	81	13
a	16	96	69
a	16	98	79
a	16	108	8
a	16	110	70
a	16	128	9
a	16	129	92
a	16	130	31
a	16	131	12
a	16	132	22
a	16	133	23
a	16	134	7
a	16	136	73
a	16	140	14
a	16	144	37
a	16	145	17
a	16	146	2
a	16	147	40
a	16	148	45
a	16	149	75
a	16	151	16
a	16	152	40
a	16	153	48
a	16	156	30
a	16	160	50
a	16	161	14
a	16	162	69
a	16	163	18
a	16	164	43
a	16	178	64
a	16	183	12
a	16	184	36
a	16	190	50
a	16	192	93
a	16	195	77
a	16	197	5
a	16	200	56
a	16	202	51
a	16	203	52
a	16	204	29
a	16	205	42
a	16	212	58
a	16	224	24
a	16	236	42
a	16	242	28
a	17	0	18
a	17	2	56
a	17	4	42
a	17	6	29
a	17	8	81
a	17	9	84
a	17	16	22
a	17	20	43
a	17	21	66
a	17	32	60
a	17	34	30
a	17	35	30
a	17	48	59
a	17	52	14
a	17	64	29
a	17	70	44
a	17	81	6
a	17	93	94
a	17	128	97
a	17	129	59
a	17	131	38
a	17	132	70
a	17	134	70
a	17	136	51
a	17	144	51
a	17	145	51
a	17	153	9
a	17	160	58
a	17	161	23
a	17	164	57
a	17	176	16
a	17	177	73
a	17	192	99
a	17	208	34
a	17	216	48
a	17	224	43
a	17	228	51
a	17	240	65
a	18	0	51
a	18	4	59
a	18	6	9
a	18	9	12
a	18	10	71
a	18	13	95
a	18	16	39
a	18	17	24
a	18	25	7
a	18	28	92
a	18	32	51
a	18	36	29
a	18	45	5
a	18	68	61
a	18	74	87
a	18	84	86
a	18	91	44
a	18	109	62
a	18	130	77
a	18	132	13
a	18	136	22
a	18	139	3
a	18	144	56
a	18	148	6
a	18	150	61
a	18	152	65
a	18	153	83
a	18	157	44
a	18	160	57
a	18	161	61
a	18	162	57
a	18	168	93
a	18	192	81
a	18	197	57
a	18	228	14
a	19	0	59
a	19	1	15
a	19	4	62
a	19	8	94
a	19	13	39
a	19	16	89
a	19	18	10
a	19	39	88
a	19	49	77
a	19	55	78
a	19	65	66
a	19	68	4
a	19	80	64
a	19	81	63
a	19	121	71
a	19	128	16
a	19	129	59
a	19	131	34
a	19	144	70
a	19	148	63
a	19	153	36
a	19	192	13
a	20	0	28
a	20	1	87
a	20	2	60
a	20	4	11
a	20	5	87
a	20	8	48
a	20	9	11
a	20	16	68
a	20	17	99
a	20	18	85
a	20	19	17
a	20	21	1
a	20	24	35
a	20	27	35
a	20	28	13
a	20	32	37
a	20	41	60
a	20	45	96
a	20	49	90
a	20	64	14
a	20	65	70
a	20	68	26
a	20	97	56
a	20	113	32
a	20	128	56
a	20	129	84
a	20	132	36
a	20	136	60
a	20	137	7
a	20	141	96
a	20	145	21
a	20	148	35
a	20	158	22
a	20	161	86
a	20	162	16
a	20	164	100
a	20	169	77
a	20	171	80
a	20	176	79
a	20	184	96
a	20	194	49
a	20	196	14
a	20	197	67
a	20	208	85
a	20	209	38
a	20	226	51
a	20	240	76
a	21	0	21
a	21	1	68
a	21	4	80
a	21	8	48
a	21	16	59
a	21	20	91
a	21	36	61
a	21	40	58
a	21	48	85
a	21	49	2
a	21	64	54
a	21	128	20
a	21	130	96
a	21	132	14
a	21	136	76
a	21	137	84
a	21	144	61
a	21	146	46
a	21	148	13
a	21	164	43
a	21	168	62
a	21	193	6
a	21	205	48
a	22	0	30
a	22	2	85
a	22	12	81
a	22	16	51
a	22	17	48
a	22	20	71
a	22	38	47
a	22	50	33
a	22	101	72
a	22	114	67
a	22	128	35
a	22	136	100
a	22	138	32
a	22	144	11
a	22	145	63
a	22	146	92
a	22	148	47
a	22	161	24
a	22	169	97
a	22	185	22
a	22	192	15
a	22	202	90
a	22	209	10
a	22	210	39
a	23	0	86
a	23	8	22
a	23	12	34
a	23	17	55
a	23	38	94
a	23	64	84
a	23	135	71
a	23	136	24
a	23	138	78
a	24	0	19
a	24	1	97
a	24	2	39
a	24	4	60
a	24	5	15
a	24	16	93
a	24	17	18
a	24	21	87
a	24	32	41
a	24	64	97
a	24	69	39
a	24	75	10
a	24	80	48
a	24	96	44
a	24	116	44
a	24	128	6
a	24	129	83
a	24	130	97
a	24	132	39
a	24	137	54
a	24	144	2
a	24	145	5
a	24	160	52
a	24	193	41
a	24	204	11
a	24	209	24
a	24	212	29
a	25	0	91
a	25	6	70
a	25	128	89
a	25	129	53
a	25	144	49
a	25	152	14
a	26	1	74
a	26	2	8
a	26	90	67
a	26	128	17
a	26	130	94
a	26	132	82
a	26	137	87
a	26	138	37
a	26	149	25
a	27	9	73
a	27	21	80
a	27	32	97
a	27	136	8
a	27	146	81
a	27	160	67
a	27	200	96
a	28	1	98
a	28	5	18
a	28	8	96
a	28	19	76
a	28	88	21
a	28	128	96
a	28	133	100
a	28	137	58
a	28	147	21
a	28	162	2
a	29	17	45
a	29	32	71
a	29	50	26
a	29	136	19
a	29	168	79
a	30	0	86
a	30	1	92
a	30	128	14
a	30	129	94
a	31	24	97
a	31	156	84
a	32	0	72
a	32	1	16
a	32	2	85
a	32	3	29
a	32	4	4
a	32	5	72
a	32	6	70
a	32	7	51
a	32	8	10
a	32	9	39
a	32	10	26
a	32	12	95
a	32	13	58
a	32	16	66
a	32	17	40
a	32	18	75
a	32	19	91
a	32	20	63
a	32	21	56
a	32	22	69
a	32	28	71
a	32	29	65
a	32	33	89
a	32	34	6
a	32	36	81
a	32	37	51
a	32	38	83
a	32	40	63
a	32	41	39
a	32	44	60
a	32	48	23
a	32	49	20
a	32	53	13
a	32	54	60
a	32	64	76
a	32	65	87
a	32	66	17
a	32	67	73
a	32	68	23
a	32	69	55
a	32	70	7
a	32	72	8
a	32	80	4
a	32	84	89
a	32	96	20
a	32	97	42
a	32	119	66
a	32	128	31
a	32	129	95
a	32	130	75
a	32	131	65
a	32	132	83
a	32	133	20
a	32	134	54
a	32	136	7
a	32	137	3
a	32	139	40
a	32	140	21
a	32	141	86
a	32	143	7
a	32	144	84
a	32	145	46
a	32	146	43
a	32	148	10
a	32	149	36
a	32	150	21
a	32	152	69
a	32	153	12
a	32	156	31
a	32	160	68
a	32	161	32
a	32	164	55
a	32	166	29
a	32	167	9
a	32	168	60
a	32	169	16
a	32	173	84
a	32	192	7
a	32	193	83
a	32	195	41
a	32	196	47
a	32	197	91
a	32	204	10
a	32	216	77
a	32	224	92
a	32	227	8
a	33	0	89
a	33	1	79
a	33	2	68
a	33	4	29
a	33	5	5
a	33	6	79
a	33	8	12
a	33	9	26
a	33	11	58
a	33	12	85
a	33	13	78
a	33	16	10
a	33	17	90
a	33	18	92
a	33	21	80
a	33	32	100
a	33	34	53
a	33	36	6
a	33	40	68
a	33	41	47
a	33	48	21
a	33	50	16
a	33	52	89
a	33	64	98
a	33	65	93
a	33	66	44
a	33	68	17
a	33	74	12
a	33	82	81
a	33	84	73
a	33	96	19
a	33	97	87
a	33	109	19
a	33	128	83
a	33	129	11
a	33	130	24
a	33	132	85
a	33	134	36
a	33	135	72
a	33	136	38
a	33	137	46
a	33	138	27
a	33	140	50
a	33	144	84
a	33	145	62
a	33	148	10
a	33	160	60
a	33	161	9
a	33	164	26
a	33	168	49
a	33	169	91
a	33	181	48
a	33	192	51
a	33	193	65
a	33	194	99
a	33	196	17
a	33	197	53
a	33	198	34
a	33	209	58
a	33	224	48
a	34	0	35
a	34	1	92
a	34	2	27
a	34	3	80
a	34	4	26
a	34	6	15
a	34	8	28
a	34	9	65
a	34	10	71
a	34	11	38
a	34	12	75
a	34	15	14
a	34	17	72
a	34	19	2
a	34	25	73
a	34	32	42
a	34	36	73
a	34	38	96
a	34	40	24
a	34	47	31
a	34	48	71
a	34	64	44
a	34	65	43
a	34	66	75
a	34	68	6
a	34	69	6
a	34	77	72
a	34	96	91
a	34	98	68
a	34	128	21
a	34	129	89
a	34	130	57
a	34	131	61
a	34	132	26
a	34	133	94
a	34	134	66
a	34	136	88
a	34	140	31
a	34	141	45
a	34	144	92
a	34	145	37
a	34	146	85
a	34	148	19
a	34	149	12
a	34	150	49
a	34	160	35
a	34	162	38
a	34	164	64
a	34	165	79
a	34	169	72
a	34	192	16
a	34	197	95
a	34	228	93
a	35	0	7
a	35	2	3
a	35	5	41
a	35	12	46
a	35	16	92
a	35	20	81
a	35	34	80
a	35	36	56
a	35	40	70
a	35	43	74
a	35	64	7
a	35	65	14
a	35	128	39
a	35	129	60
a	35	130	90
a	35	136	2
a	35	138	3
a	35	144	31
a	35	160	22
a	35	161	93
a	35	162	77
a	35	192	96
a	35	193	22
a	35	194	3
a	35	232	66
a	36	0	82
a	36	1	38
a	36	2	100
a	36	3	39
a	36	4	67
a	36	5	24
a	36	8	78
a	36	9	5
a	36	10	96
a	36	16	68
a	36	17	63
a	36	18	7
a	36	25	97
a	36	32	1
a	36	33	23
a	36	40	100
a	36	41	55
a	36	48	44
a	36	49	77
a	36	50	94
a	36	57	22
a	36	64	90
a	36	68	77
a	36	80	58
a	36	81	65
a	36	84	82
a	36	88	46
a	36	89	81
a	36	96	19
a	36	104	28
a	36	108	80
a	36	128	22
a	36	129	77
a	36	130	37
a	36	132	57
a	36	133	29
a	36	136	70
a	36	137	38
a	36	138	91
a	36	139	23
a	36	140	86
a	36	141	23
a	36	144	14
a	36	146	7
a	36	147	13
a	36	148	69
a	36	156	84
a	36	160	81
a	36	161	38
a	36	168	58
a	36	169	40
a	36	176	97
a	36	180	63
a	36	192	32
a	36	193	71
a	36	197	78
a	36	200	96
a	36	206	44
a	36	212	68
a	36	224	75
a	37	0	92
a	37	1	36
a	37	2	3
a	37	4	53
a	37	5	38
a	37	8	4
a	37	9	32
a	37	12	78
a	37	13	72
a	37	14	50
a	37	16	21
a	37	18	38
a	37	20	8
a	37	24	51
a	37	33	53
a	37	34	48
a	37	36	12
a	37	40	56
a	37	64	6
a	37	65	39
a	37	68	43
a	37	72	20
a	37	96	18
a	37	104	14
a	37	128	28
a	37	129	44
a	37	130	93
a	37	132	29
a	37	133	83
a	37	134	29
a	37	136	30
a	37	144	65
a	37	160	78
a	37	161	56
a	37	162	47
a	37	165	25
a	37	169	22
a	37	178	100
a	37	184	10
a	37	200	62
a	37	224	46
a	38	0	3
a	38	1	30
a	38	2	8
a	38	4	10
a	38	5	42
a	38	9	33
a	38	10	94
a	38	11	68
a	38	12	34
a	38	14	39
a	38	15	83
a	38	22	63
a	38	28	43
a	38	36	95
a	38	49	58
a	38	64	53
a	38	65	48
a	38	68	36
a	38	128	63
a	38	129	23
a	38	131	63
a	38	132	38
a	38	133	100
a	38	134	30
a	38	135	19
a	38	137	70
a	38	141	59
a	38	144	56
a	38	148	91
a	38	160	76
a	38	163	20
a	38	192	87
a	38	201	33
a	38	224	68
a	39	0	45
a	39	5	9
a	39	6	99
a	39	9	79
a	39	24	8
a	39	42	77
a	39	66	68
a	39	128	14
a	39	132	45
a	39	133	66
a	39	136	18
a	39	144	54
a	39	146	37
a	39	168	61
a	39	225	30
a	40	0	71
a	40	1	90
a	40	2	23
a	40	4	89
a	40	5	59
a	40	8	95
a	40	9	91
a	40	10	90
a	40	11	11
a	40	16	63
a	40	17	13
a	40	20	27
a	40	36	8
a	40	66	33
a	40	67	16
a	40	68	37
a	40	69	65
a	40	73	51
a	40	105	33
a	40	128	34
a	40	129	5
a	40	130	91
a	40	132	32
a	40	133	49
a	40	134	79
a	40	136	41
a	40	141	91
a	40	145	49
a	40	156	41
a	40	160	66
a	40	161	33
a	40	164	34
a	40	193	53
a	40	200	33
a	40	201	64
a	40	215	24
a	40	233	65
a	41	0	36
a	41	1	94
a	41	2	56
a	41	4	26
a	41	6	97
a	41	8	36
a	41	16	68
a	41	32	24
a	41	48	85
a	41	64	77
a	41	65	10
a	41	72	35
a	41	78	44
a	41	128	13
a	41	129	72
a	41	130	32
a	41	132	47
a	41	133	9
a	41	135	66
a	41	143	30
a	41	144	75
a	42	0	18
a	42	1	52
a	42	2	39
a	42	6	63
a	42	16	44
a	42	20	66
a	42	36	20
a	42	66	71
a	42	73	98
a	42	128	34
a	42	129	20
a	42	132	45
a	42	133	30
a	42	136	37
a	42	152	83
a	42	192	40
a	42	193	10
a	42	208	16
a	43	0	2
a	43	4	60
a	43	32	5
a	43	128	72
a	43	130	73
a	43	133	98
a	43	136	26
a	43	196	48
a	44	0	9
a	44	1	52
a	44	2	11
a	44	8	66
a	44	9	43
a	44	13	38
a	44	24	5
a	44	29	52
a	44	30	61
a	44	40	82
a	44	64	55
a	44	65	96
a	44	68	91
a	44	73	5
a	44	81	20
a	44	128	58
a	44	129	92
a	44	136	15
a	44	147	17
a	44	169	45
a	44	176	38
a	44	188	26
a	44	201	27
a	45	1	21
a	45	17	20
a	45	40	14
a	45	76	24
a	45	128	72
a	45	129	55
a	45	136	3
a	45	160	52
a	46	0	78
a	46	2	87
a	46	35	13
a	46	39	67
a	46	64	61
a	46	80	82
a	46	128	71
a	46	129	45
a	46	131	20
a	46	140	49
a	46	161	80
a	46	193	21
a	47	0	87
a	47	132	2
a	47	136	87
a	48	0	31
a	48	1	84
a	48	3	81
a	48	4	42
a	48	6	56
a	48	7	21
a	48	8	23
a	48	9	41
a	48	12	86
a	48	16	43
a	48	17	56
a	48	20	6
a	48	21	52
a	48	24	21
a	48	28	77
a	48	32	39
a	48	36	46
a	48	37	19
a	48	38	13
a	48	40	48
a	48	64	92
a	48	68	55
a	48	80	87
a	48	81	38
a	48	84	77
a	48	98	73
a	48	128	48
a	48	129	17
a	48	130	87
a	48	132	64
a	48	133	5
a	48	134	89
a	48	136	74
a	48	137	77
a	48	139	84
a	48	144	22
a	48	145	13
a	48	146	36
