p	32	512
a	8	16	48
a	8	17	8
a	8	18	74
a	8	19	93
a	8	20	55
a	8	21	31
a	8	22	38
a	8	24	87
a	8	25	62
a	8	26	25
a	8	27	100
a	8	28	47
a	8	29	72
a	9	0	82
a	9	1	47
a	9	2	91
a	9	4	47
a	9	8	15
a	9	10	93
a	9	13	47
a	9	14	14
a	9	16	69
a	9	17	100
a	9	18	20
a	9	20	54
a	9	24	99
a	9	25	72
a	9	26	47
a	9	28	53
a	9	29	81
a	10	0	75
a	10	1	13
a	10	2	15
a	10	3	33
a	10	4	46
a	10	8	18
a	10	9	96
a	10	11	74
a	10	12	92
a	10	13	79
a	10	14	57
a	10	15	32
a	10	16	80
a	10	17	65
a	10	18	89
a	10	19	12
a	10	20	16
a	10	22	15
a	10	24	32
a	10	26	84
a	10	28	51
a	11	0	99
a	11	2	55
a	11	10	64
a	11	16	70
a	11	18	55
a	12	0	19
a	12	1	66
a	12	2	23
a	12	3	41
a	12	4	15
a	12	5	23
a	12	8	89
a	12	9	9
a	12	10	55
a	12	11	52
a	12	13	72
a	12	16	19
a	12	17	23
a	12	18	60
a	12	19	60
a	12	20	76
a	12	21	14
a	12	24	50
a	12	25	60
a	12	26	37
a	12	28	75
a	12	29	25
a	13	0	37
a	13	1	73
a	13	4	37
a	13	6	9
a	13	8	67
a	13	9	94
a	13	16	11
a	13	19	62
a	13	20	99
a	13	24	39
a	13	28	75
a	14	0	76
a	14	1	69
a	14	2	77
a	14	3	42
a	14	4	77
a	14	8	100
a	14	10	88
a	14	11	68
a	14	16	23
a	14	17	60
a	14	18	2
a	14	20	36
a	14	23	39
a	14	24	11
a	14	26	38
a	15	0	15
a	15	1	70
a	15	14	19
a	15	17	38
a	16	0	57
a	16	1	66
a	16	2	99
a	16	3	26
a	16	4	16
a	16	5	4
a	16	6	60
a	16	7	36
a	16	8	24
a	16	9	93
a	16	10	26
a	16	11	24
a	16	12	99
a	16	13	89
a	16	14	87
a	16	15	13
a	16	17	81
a	16	18	83
a	16	19	15
a	16	20	48
a	16	21	82
a	16	22	46
a	16	23	5
a	16	24	37
a	16	25	55
a	16	28	52
a	16	30	85
a	17	0	3
a	17	1	99
a	17	2	53
a	17	3	66
a	17	4	40
a	17	5	7
a	17	8	34
a	17	9	66
a	17	16	41
a	17	18	12
a	17	20	51
a	17	21	39
a	17	24	58
a	17	25	51
a	18	0	69
a	18	1	92
a	18	2	1
a	18	3	33
a	18	4	37
a	18	5	81
a	18	6	35
a	18	8	68
a	18	9	96
a	18	10	19
a	18	11	31
a	18	12	98
a	18	13	91
a	18	16	28
a	18	17	56
a	18	19	12
a	18	20	23
a	18	21	93
a	18	22	21
a	18	24	78
a	19	1	99
a	19	2	64
a	19	4	79
a	19	8	53
a	19	10	15
a	19	13	73
a	19	14	34
a	19	17	73
a	19	24	71
a	19	29	35
a	20	0	23
a	20	1	36
a	20	2	64
a	20	3	85
a	20	4	10
a	20	5	18
a	20	6	83
a	20	8	74
a	20	9	90
a	20	10	51
a	20	12	98
a	20	13	100
a	20	14	61
a	20	15	42
a	20	16	60
a	20	17	72
a	20	18	50
a	20	19	24
a	20	21	31
a	20	22	60
a	20	23	19
a	20	24	24
a	20	25	8
a	20	26	34
a	20	27	48
a	20	28	99
a	20	29	47
a	21	0	97
a	21	1	65
a	21	2	43
a	21	3	20
a	21	4	5
a	21	5	20
a	21	8	100
a	21	9	33
a	21	12	92
a	21	16	35
a	21	17	63
a	21	18	32
a	21	19	50
a	21	25	23
a	22	0	94
a	22	1	51
a	22	2	57
a	22	3	33
a	22	4	43
a	22	6	31
a	22	7	74
a	22	8	39
a	22	10	85
a	22	16	78
a	22	17	77
a	22	18	38
a	22	25	12
a	23	1	52
a	23	2	88
a	23	8	70
a	23	16	37
a	23	18	87
a	23	19	57
a	24	0	7
a	24	1	33
a	24	2	89
a	24	4	97
a	24	5	31
a	24	8	81
a	24	9	15
a	24	10	81
a	24	12	37
a	24	16	6
a	24	17	24
a	24	18	51
a	24	20	100
a	24	21	45
a	24	22	8
a	24	25	62
a	24	26	59
a	24	28	62
a	24	29	10
a	25	0	57
a	25	1	71
a	25	3	44
a	25	4	14
a	25	5	17
a	25	8	61
a	25	9	48
a	25	14	70
a	25	16	61
a	25	20	98
a	25	21	36
a	25	24	79
a	25	28	78
a	25	29	75
a	26	0	53
a	26	1	44
a	26	2	78
a	26	3	6
a	26	4	68
a	26	8	39
a	26	10	26
a	26	12	23
a	26	16	21
a	26	18	67
a	26	19	38
a	26	24	23
a	26	28	33
a	27	2	5
a	28	0	92
a	28	1	95
a	28	2	89
a	28	3	81
a	28	4	6
a	28	5	91
a	28	6	30
a	28	8	76
a	28	9	56
a	28	12	84
a	28	13	4
a	28	16	76
a	28	17	13
a	28	19	42
a	28	20	50
a	28	21	23
a	28	24	91
a	28	25	98
a	28	29	47
a	29	0	47
a	29	1	81
a	29	8	49
a	29	9	66
a	29	16	89
a	29	17	4
a	29	18	45
a	29	20	10
a	29	21	73
a	30	0	70
a	30	2	20
a	30	3	68
a	30	10	1
a	30	12	35
a	30	16	5
a	30	24	18
a	30	26	94
a	31	3	92
a	31	6	34
