p	1024	16384
a	0	680	1
a	0	689	8
a	0	690	39
a	0	693	1
a	0	694	58
a	0	702	27
a	0	704	35
a	0	706	96
a	0	708	44
a	0	710	56
a	0	712	84
a	0	714	36
a	0	720	4
a	0	721	100
a	0	722	25
a	0	728	1
a	0	729	43
a	0	731	95
a	0	739	8
a	0	752	17
a	0	768	99
a	0	769	78
a	0	770	96
a	0	771	99
a	0	772	100
a	0	773	53
a	0	774	3
a	0	776	85
a	0	777	97
a	0	780	62
a	0	781	97
a	0	782	83
a	0	784	77
a	0	785	98
a	0	786	80
a	0	787	85
a	0	788	58
a	0	789	68
a	0	790	5
a	0	793	15
a	0	797	100
a	0	798	43
a	0	800	100
a	0	801	47
a	0	802	59
a	0	803	51
a	0	804	52
a	0	806	87
a	0	807	21
a	0	809	59
a	0	810	25
a	0	816	87
a	0	817	5
a	0	821	81
a	0	833	49
a	0	834	25
a	0	836	35
a	0	849	66
a	0	851	76
a	0	864	79
a	0	896	67
a	0	898	88
a	0	899	31
a	0	900	1
a	0	904	75
a	0	908	49
a	0	913	44
a	0	923	80
a	0	931	19
a	0	946	26
a	0	962	76
a	0	964	66
a	0	965	25
a	0	984	96
a	0	996	5
a	1	0	27
a	1	2	33
a	1	3	49
a	1	4	41
a	1	5	19
a	1	6	62
a	1	7	75
a	1	8	18
a	1	9	21
a	1	10	74
a	1	11	100
a	1	12	3
a	1	14	26
a	1	15	71
a	1	16	34
a	1	17	6
a	1	18	19
a	1	19	54
a	1	20	69
a	1	21	96
a	1	22	29
a	1	27	72
a	1	28	64
a	1	32	47
a	1	33	34
a	1	34	18
a	1	36	81
a	1	37	35
a	1	38	76
a	1	40	98
a	1	41	36
a	1	42	67
a	1	46	27
a	1	48	24
a	1	50	87
a	1	52	76
a	1	54	20
a	1	57	78
a	1	60	3
a	1	63	1
a	1	64	1
a	1	65	50
a	1	66	61
a	1	68	5
a	1	70	92
a	1	78	71
a	1	79	11
a	1	80	46
a	1	82	38
a	1	84	7
a	1	85	93
a	1	86	55
a	1	96	70
a	1	114	80
a	1	115	60
a	1	128	1
a	1	129	30
a	1	130	98
a	1	132	74
a	1	134	21
a	1	135	90
a	1	137	71
a	1	138	89
a	1	140	22
a	1	142	5
a	1	143	56
a	1	146	80
a	1	148	97
a	1	150	8
a	1	152	20
a	1	160	48
a	1	161	56
a	1	164	79
a	1	166	66
a	1	176	88
a	1	180	82
a	1	184	57
a	1	192	12
a	1	194	3
a	1	195	11
a	1	210	15
a	1	241	25
a	1	256	77
a	1	258	20
a	1	259	14
a	1	260	22
a	1	261	28
a	1	262	18
a	1	264	89
a	1	265	53
a	1	270	40
a	1	271	20
a	1	272	41
a	1	276	9
a	1	278	34
a	1	290	2
a	1	296	19
a	1	304	46
a	1	305	9
a	1	320	56
a	1	322	13
a	1	324	12
a	1	356	25
a	1	384	25
a	1	386	45
a	1	388	18
a	1	389	27
a	1	395	80
a	1	400	50
a	1	402	73
a	1	416	89
a	1	448	16
a	1	484	25
a	1	512	73
a	1	513	96
a	1	514	83
a	1	515	71
a	1	516	59
a	1	518	72
a	1	519	78
a	1	520	3
a	1	522	71
a	1	524	7
a	1	528	67
a	1	529	15
a	1	530	12
a	1	531	20
a	1	532	7
a	1	533	30
a	1	534	98
a	1	536	81
a	1	537	21
a	1	540	88
a	1	542	55
a	1	544	26
a	1	545	90
a	1	546	57
a	1	547	17
a	1	548	56
a	1	549	58
a	1	550	83
a	1	551	11
a	1	560	30
a	1	561	79
a	1	564	47
a	1	565	98
a	1	576	91
a	1	578	57
a	1	580	70
a	1	581	62
a	1	582	8
a	1	585	25
a	1	592	64
a	1	597	65
a	1	602	35
a	1	608	14
a	1	609	16
a	1	610	87
a	1	612	49
a	1	622	33
a	1	640	70
a	1	641	11
a	1	642	32
a	1	644	76
a	1	645	41
a	1	646	57
a	1	648	92
a	1	656	90
a	1	657	77
a	1	658	40
a	1	660	82
a	1	662	92
a	1	666	20
a	1	670	90
a	1	674	93
a	1	676	79
a	1	694	66
a	1	704	45
a	1	706	93
a	1	708	64
a	1	710	27
a	1	716	8
a	1	768	33
a	1	769	68
a	1	770	36
a	1	771	35
a	1	772	9
a	1	773	93
a	1	774	70
a	1	775	19
a	1	776	28
a	1	778	12
a	1	784	74
a	1	785	1
a	1	786	94
a	1	788	21
a	1	789	64
a	1	796	61
a	1	798	69
a	1	800	69
a	1	802	3
a	1	804	82
a	1	810	70
a	1	811	6
a	1	816	80
a	1	818	77
a	1	827	62
a	1	830	96
a	1	832	34
a	1	833	45
a	1	850	30
a	1	855	13
a	1	896	77
a	1	898	81
a	1	912	50
a	1	936	13
a	1	968	18
a	1	982	40
a	2	0	12
a	2	1	20
a	2	3	55
a	2	4	99
a	2	5	13
a	2	6	5
a	2	7	48
a	2	8	18
a	2	9	24
a	2	10	72
a	2	12	68
a	2	13	60
a	2	14	56
a	2	15	2
a	2	16	68
a	2	17	32
a	2	18	82
a	2	19	72
a	2	20	100
a	2	21	16
a	2	22	98
a	2	23	73
a	2	24	75
a	2	25	87
a	2	28	26
a	2	32	92
a	2	33	78
a	2	34	72
a	2	35	75
a	2	36	37
a	2	37	80
a	2	38	64
a	2	39	17
a	2	40	59
a	2	46	36
a	2	49	56
a	2	50	1
a	2	52	6
a	2	61	66
a	2	64	91
a	2	65	77
a	2	66	94
a	2	68	87
a	2	71	45
a	2	81	90
a	2	84	63
a	2	96	79
a	2	100	1
a	2	105	9
a	2	106	82
a	2	113	40
a	2	128	61
a	2	129	36
a	2	130	24
a	2	132	49
a	2	133	19
a	2	135	66
a	2	140	10
a	2	141	4
a	2	143	45
a	2	144	73
a	2	145	13
a	2	148	60
a	2	150	81
a	2	152	63
a	2	155	58
a	2	160	65
a	2	161	30
a	2	164	71
a	2	169	45
a	2	170	37
a	2	176	51
a	2	177	33
a	2	178	65
a	2	179	71
a	2	194	21
a	2	210	21
a	2	212	23
a	2	215	42
a	2	225	59
a	2	256	100
a	2	257	72
a	2	258	76
a	2	259	1
a	2	260	28
a	2	261	24
a	2	262	83
a	2	266	44
a	2	272	61
a	2	273	85
a	2	275	84
a	2	276	77
a	2	277	15
a	2	278	43
a	2	280	35
a	2	288	88
a	2	289	14
a	2	293	14
a	2	305	78
a	2	336	64
a	2	352	11
a	2	372	76
a	2	386	77
a	2	387	44
a	2	401	69
a	2	406	47
a	2	407	93
a	2	408	64
a	2	418	80
a	2	435	54
a	2	512	35
a	2	513	31
a	2	514	69
a	2	515	63
a	2	516	40
a	2	517	3
a	2	518	34
a	2	520	81
a	2	521	11
a	2	522	59
a	2	524	51
a	2	528	55
a	2	529	98
a	2	530	12
a	2	531	85
a	2	532	69
a	2	533	84
a	2	534	40
a	2	536	30
a	2	537	1
a	2	538	99
a	2	539	47
a	2	544	54
a	2	545	29
a	2	546	69
a	2	548	10
a	2	549	92
a	2	550	86
a	2	551	45
a	2	553	89
a	2	556	40
a	2	562	61
a	2	563	71
a	2	564	35
a	2	571	91
a	2	576	57
a	2	577	16
a	2	578	41
a	2	580	27
a	2	581	4
a	2	592	67
a	2	594	79
a	2	596	73
a	2	600	38
a	2	608	50
a	2	610	38
a	2	640	16
a	2	641	26
a	2	642	89
a	2	644	83
a	2	646	68
a	2	647	16
a	2	648	39
a	2	656	2
a	2	658	11
a	2	660	59
a	2	672	67
a	2	676	82
a	2	677	98
a	2	688	8
a	2	701	71
a	2	704	56
a	2	710	51
a	2	713	78
a	2	732	34
a	2	768	11
a	2	769	66
a	2	770	71
a	2	771	7
a	2	772	27
a	2	773	90
a	2	785	31
a	2	786	56
a	2	788	17
a	2	789	90
a	2	796	4
a	2	800	60
a	2	809	81
a	2	832	11
a	2	834	81
a	2	835	68
a	2	848	85
a	2	854	75
a	2	869	68
a	2	915	64
a	2	916	34
a	2	932	6
a	3	0	21
a	3	1	61
a	3	2	80
a	3	4	84
a	3	5	56
a	3	6	34
a	3	7	30
a	3	8	80
a	3	9	74
a	3	10	12
a	3	16	90
a	3	17	27
a	3	18	10
a	3	20	2
a	3	21	82
a	3	24	52
a	3	32	3
a	3	34	21
a	3	36	72
a	3	37	26
a	3	41	100
a	3	44	67
a	3	54	80
a	3	64	26
a	3	82	4
a	3	86	10
a	3	96	75
a	3	102	31
a	3	128	47
a	3	129	20
a	3	132	14
a	3	150	40
a	3	180	5
a	3	194	12
a	3	204	83
a	3	256	37
a	3	258	53
a	3	259	87
a	3	260	83
a	3	262	32
a	3	272	49
a	3	288	92
a	3	289	97
a	3	512	65
a	3	513	84
a	3	514	81
a	3	516	70
a	3	520	87
a	3	524	56
a	3	528	8
a	3	531	33
a	3	532	2
a	3	534	62
a	3	538	68
a	3	540	9
a	3	541	90
a	3	544	94
a	3	545	39
a	3	546	37
a	3	549	41
a	3	552	95
a	3	560	79
a	3	568	27
a	3	578	91
a	3	580	98
a	3	584	80
a	3	588	60
a	3	592	41
a	3	594	9
a	3	624	66
a	3	644	94
a	3	657	61
a	3	659	72
a	3	660	4
a	3	662	75
a	3	676	32
a	3	768	63
a	3	770	72
a	3	772	90
a	3	774	13
a	3	776	63
a	3	778	95
a	3	805	84
a	3	834	64
a	3	836	1
a	3	896	43
a	3	912	84
a	3	920	78
a	3	928	83
a	3	933	83
a	4	0	10
a	4	1	72
a	4	2	34
a	4	3	99
a	4	5	60
a	4	6	18
a	4	7	20
a	4	8	69
a	4	9	70
a	4	10	9
a	4	11	11
a	4	12	63
a	4	13	84
a	4	16	66
a	4	17	5
a	4	18	74
a	4	19	29
a	4	20	77
a	4	21	26
a	4	22	90
a	4	23	87
a	4	24	94
a	4	25	22
a	4	26	35
a	4	28	28
a	4	30	91
a	4	32	51
a	4	33	92
a	4	34	30
a	4	35	78
a	4	36	3
a	4	37	74
a	4	38	63
a	4	39	52
a	4	40	70
a	4	41	87
a	4	42	10
a	4	43	22
a	4	48	55
a	4	49	11
a	4	51	66
a	4	52	79
a	4	58	63
a	4	61	54
a	4	64	12
a	4	65	87
a	4	66	14
a	4	67	3
a	4	68	87
a	4	70	11
a	4	71	100
a	4	76	73
a	4	80	76
a	4	81	36
a	4	83	39
a	4	87	16
a	4	96	30
a	4	97	84
a	4	112	23
a	4	114	35
a	4	127	11
a	4	128	86
a	4	129	18
a	4	130	43
a	4	131	15
a	4	132	74
a	4	134	58
a	4	135	6
a	4	137	49
a	4	140	85
a	4	141	87
a	4	144	45
a	4	145	88
a	4	146	22
a	4	148	89
a	4	149	2
a	4	152	15
a	4	160	13
a	4	163	61
a	4	165	59
a	4	174	32
a	4	176	2
a	4	180	35
a	4	192	43
a	4	195	18
a	4	200	93
a	4	209	44
a	4	247	94
a	4	256	73
a	4	257	77
a	4	258	13
a	4	260	11
a	4	261	66
a	4	262	47
a	4	263	24
a	4	264	31
a	4	265	15
a	4	267	21
a	4	268	97
a	4	269	5
a	4	272	52
a	4	273	30
a	4	274	100
a	4	275	16
a	4	276	99
a	4	288	99
a	4	289	89
a	4	290	25
a	4	292	69
a	4	304	43
a	4	305	76
a	4	306	49
a	4	308	41
a	4	320	51
a	4	322	90
a	4	325	41
a	4	354	40
a	4	385	97
a	4	386	39
a	4	388	28
a	4	389	70
a	4	390	97
a	4	401	29
a	4	424	81
a	4	433	40
a	4	464	16
a	4	466	81
a	4	468	10
a	4	512	66
a	4	513	73
a	4	514	45
a	4	515	88
a	4	516	72
a	4	517	94
a	4	518	10
a	4	519	68
a	4	520	91
a	4	521	36
a	4	522	15
a	4	524	57
a	4	526	53
a	4	528	85
a	4	529	85
a	4	530	47
a	4	531	77
a	4	532	52
a	4	533	73
a	4	534	31
a	4	537	83
a	4	539	86
a	4	540	87
a	4	544	20
a	4	545	88
a	4	546	65
a	4	547	68
a	4	552	25
a	4	553	52
a	4	554	58
a	4	556	85
a	4	560	24
a	4	561	97
a	4	562	38
a	4	565	65
a	4	566	75
a	4	567	36
a	4	576	59
a	4	577	65
a	4	578	49
a	4	579	9
a	4	580	16
a	4	581	35
a	4	582	23
a	4	585	60
a	4	592	63
a	4	593	50
a	4	597	31
a	4	598	33
a	4	608	60
a	4	610	44
a	4	616	61
a	4	624	27
a	4	640	18
a	4	641	19
a	4	642	64
a	4	643	84
a	4	644	31
a	4	645	36
a	4	646	75
a	4	647	63
a	4	648	83
a	4	650	61
a	4	651	85
a	4	656	92
a	4	658	53
a	4	662	9
a	4	672	41
a	4	677	41
a	4	678	83
a	4	688	10
a	4	689	10
a	4	690	25
a	4	694	55
a	4	704	66
a	4	705	31
a	4	707	21
a	4	709	10
a	4	720	94
a	4	722	50
a	4	723	88
a	4	736	92
a	4	768	79
a	4	769	66
a	4	770	91
a	4	771	56
a	4	772	65
a	4	773	33
a	4	774	77
a	4	775	73
a	4	776	90
a	4	778	51
a	4	779	9
a	4	784	13
a	4	785	67
a	4	786	44
a	4	793	94
a	4	800	49
a	4	801	41
a	4	802	16
a	4	803	30
a	4	816	6
a	4	817	59
a	4	818	41
a	4	822	98
a	4	825	30
a	4	832	6
a	4	848	76
a	4	851	5
a	4	854	70
a	4	896	45
a	4	897	56
a	4	904	47
a	4	913	26
a	4	922	66
a	4	949	67
a	4	960	35
a	4	967	77
a	4	986	88
a	5	0	67
a	5	1	36
a	5	2	99
a	5	3	70
a	5	4	24
a	5	6	29
a	5	8	84
a	5	12	61
a	5	16	86
a	5	17	36
a	5	18	51
a	5	19	45
a	5	20	14
a	5	24	16
a	5	26	42
a	5	32	22
a	5	33	32
a	5	34	13
a	5	35	8
a	5	37	36
a	5	38	44
a	5	40	91
a	5	42	97
a	5	52	91
a	5	53	69
a	5	54	5
a	5	64	69
a	5	66	45
a	5	82	72
a	5	86	61
a	5	102	36
a	5	128	80
a	5	129	73
a	5	130	29
a	5	132	39
a	5	136	33
a	5	138	20
a	5	146	40
a	5	153	6
a	5	156	65
a	5	158	36
a	5	160	41
a	5	200	46
a	5	216	49
a	5	256	36
a	5	258	86
a	5	272	85
a	5	273	77
a	5	274	76
a	5	276	13
a	5	278	90
a	5	290	85
a	5	296	65
a	5	298	100
a	5	302	29
a	5	308	20
a	5	310	80
a	5	324	47
a	5	326	89
a	5	336	4
a	5	386	9
a	5	512	10
a	5	513	33
a	5	514	1
a	5	516	33
a	5	518	39
a	5	520	27
a	5	521	49
a	5	522	17
a	5	524	97
a	5	526	69
a	5	528	37
a	5	529	83
a	5	530	58
a	5	536	50
a	5	544	66
a	5	545	70
a	5	546	37
a	5	547	7
a	5	548	98
a	5	550	73
a	5	554	31
a	5	560	66
a	5	561	67
a	5	564	64
a	5	576	23
a	5	578	9
a	5	580	56
a	5	581	82
a	5	582	17
a	5	588	47
a	5	592	79
a	5	594	26
a	5	609	33
a	5	627	44
a	5	640	11
a	5	641	61
a	5	642	47
a	5	644	19
a	5	656	72
a	5	657	80
a	5	664	96
a	5	672	9
a	5	704	27
a	5	720	26
a	5	768	90
a	5	769	71
a	5	770	90
a	5	772	55
a	5	773	5
a	5	774	58
a	5	776	95
a	5	784	55
a	5	790	91
a	5	792	94
a	5	800	8
a	5	801	81
a	5	832	29
a	5	896	29
a	5	912	51
a	5	928	76
a	6	0	14
a	6	1	70
a	6	2	91
a	6	3	23
a	6	4	84
a	6	5	94
a	6	7	66
a	6	10	42
a	6	11	88
a	6	12	97
a	6	14	4
a	6	16	60
a	6	17	79
a	6	18	36
a	6	20	93
a	6	24	96
a	6	26	2
a	6	28	18
a	6	32	66
a	6	33	53
a	6	34	33
a	6	37	32
a	6	48	42
a	6	50	93
a	6	53	72
a	6	56	22
a	6	64	86
a	6	65	79
a	6	68	58
a	6	69	90
a	6	71	25
a	6	97	24
a	6	120	31
a	6	128	75
a	6	129	6
a	6	130	87
a	6	134	95
a	6	136	82
a	6	141	91
a	6	144	32
a	6	145	87
a	6	160	11
a	6	165	95
a	6	167	31
a	6	172	52
a	6	177	76
a	6	180	49
a	6	182	60
a	6	193	45
a	6	256	86
a	6	257	19
a	6	258	78
a	6	272	38
a	6	276	5
a	6	288	78
a	6	289	60
a	6	326	79
a	6	512	60
a	6	513	27
a	6	514	4
a	6	515	25
a	6	516	71
a	6	517	31
a	6	518	98
a	6	519	47
a	6	520	8
a	6	528	9
a	6	529	91
a	6	530	3
a	6	532	53
a	6	544	40
a	6	549	23
a	6	552	96
a	6	560	37
a	6	562	48
a	6	564	47
a	6	577	3
a	6	616	32
a	6	640	17
a	6	641	23
a	6	642	97
a	6	656	39
a	6	668	91
a	6	672	63
a	6	681	79
a	6	704	91
a	6	705	6
a	6	768	32
a	6	769	75
a	6	784	82
a	6	787	38
a	6	912	58
a	7	0	19
a	7	2	33
a	7	8	51
a	7	10	72
a	7	16	35
a	7	22	47
a	7	32	1
a	7	34	31
a	7	36	20
a	7	64	97
a	7	66	2
a	7	90	74
a	7	128	53
a	7	130	41
a	7	131	42
a	7	147	21
a	7	151	57
a	7	258	85
a	7	262	12
a	7	384	61
a	7	442	91
a	7	512	34
a	7	514	40
a	7	516	28
a	7	530	53
a	7	536	88
a	7	544	32
a	7	548	57
a	7	576	13
a	7	584	87
a	7	626	11
a	7	650	62
a	7	688	3
a	7	788	42
a	7	796	34
a	7	848	88
a	7	896	26
a	8	0	28
a	8	1	61
a	8	2	83
a	8	3	97
a	8	4	84
a	8	5	30
a	8	6	87
a	8	7	25
a	8	9	57
a	8	10	11
a	8	12	49
a	8	13	82
a	8	14	58
a	8	16	50
a	8	17	86
a	8	18	85
a	8	19	18
a	8	20	4
a	8	21	13
a	8	22	68
a	8	23	3
a	8	24	59
a	8	25	51
a	8	28	100
a	8	30	72
a	8	32	81
a	8	33	56
a	8	34	14
a	8	36	48
a	8	37	65
a	8	40	59
a	8	43	5
a	8	44	13
a	8	48	20
a	8	49	82
a	8	50	63
a	8	52	26
a	8	53	42
a	8	54	60
a	8	56	98
a	8	61	76
a	8	64	2
a	8	65	83
a	8	66	17
a	8	68	23
a	8	70	11
a	8	72	78
a	8	74	95
a	8	75	39
a	8	77	73
a	8	80	9
a	8	82	3
a	8	83	21
a	8	97	23
a	8	98	66
a	8	100	41
a	8	106	92
a	8	120	42
a	8	121	100
a	8	122	95
a	8	128	11
a	8	129	54
a	8	130	1
a	8	131	84
a	8	133	32
a	8	134	60
a	8	136	82
a	8	137	81
a	8	140	13
a	8	141	92
a	8	144	98
a	8	145	21
a	8	146	19
a	8	147	43
a	8	148	59
a	8	149	10
a	8	150	61
a	8	151	43
a	8	160	20
a	8	162	28
a	8	163	70
a	8	167	18
a	8	177	98
a	8	186	10
a	8	188	41
a	8	192	56
a	8	196	89
a	8	198	23
a	8	208	99
a	8	212	61
a	8	215	73
a	8	228	99
a	8	256	65
a	8	257	51
a	8	258	34
a	8	259	30
a	8	260	36
a	8	262	8
a	8	263	53
a	8	264	96
a	8	265	83
a	8	267	94
a	8	268	9
a	8	273	29
a	8	275	37
a	8	277	46
a	8	278	100
a	8	280	51
a	8	282	30
a	8	289	26
a	8	291	33
a	8	292	45
a	8	295	14
a	8	302	23
a	8	305	78
a	8	307	18
a	8	308	67
a	8	315	26
a	8	321	49
a	8	361	31
a	8	385	5
a	8	386	58
a	8	388	45
a	8	389	18
a	8	400	96
a	8	404	66
a	8	436	46
a	8	441	68
a	8	454	78
a	8	512	39
a	8	513	56
a	8	514	51
a	8	515	84
a	8	516	66
a	8	517	68
a	8	518	15
a	8	519	38
a	8	520	7
a	8	521	15
a	8	522	33
a	8	524	4
a	8	525	4
a	8	526	41
a	8	527	70
a	8	528	31
a	8	529	59
a	8	530	34
a	8	531	31
a	8	532	23
a	8	533	98
a	8	534	6
a	8	535	69
a	8	536	87
a	8	537	2
a	8	538	98
a	8	540	51
a	8	542	28
a	8	544	45
a	8	545	60
a	8	546	49
a	8	548	65
a	8	549	51
a	8	550	35
a	8	552	7
a	8	553	38
a	8	554	22
a	8	556	56
a	8	560	30
a	8	561	26
a	8	564	66
a	8	566	36
a	8	568	95
a	8	569	31
a	8	573	54
a	8	576	72
a	8	577	10
a	8	578	49
a	8	580	76
a	8	582	37
a	8	584	88
a	8	585	6
a	8	586	70
a	8	588	92
a	8	592	100
a	8	596	12
a	8	606	11
a	8	608	41
a	8	616	70
a	8	624	67
a	8	626	63
a	8	640	41
a	8	641	9
a	8	642	37
a	8	643	51
a	8	644	90
a	8	645	56
a	8	646	19
a	8	648	44
a	8	651	26
a	8	653	51
a	8	656	38
a	8	657	84
a	8	658	43
a	8	660	79
a	8	661	6
a	8	666	86
a	8	668	22
a	8	672	69
a	8	673	53
a	8	676	41
a	8	681	81
a	8	684	74
a	8	695	91
a	8	704	71
a	8	706	43
a	8	711	45
a	8	715	45
a	8	721	82
a	8	722	65
a	8	724	25
a	8	728	63
a	8	730	64
a	8	752	86
a	8	768	18
a	8	769	95
a	8	770	95
a	8	771	4
a	8	772	69
a	8	774	74
a	8	776	43
a	8	778	60
a	8	780	42
a	8	782	33
a	8	784	99
a	8	785	8
a	8	788	69
a	8	797	65
a	8	800	9
a	8	802	22
a	8	814	40
a	8	815	90
a	8	824	2
a	8	832	44
a	8	834	44
a	8	837	66
a	8	839	65
a	8	848	94
a	8	850	15
a	8	852	76
a	8	870	67
a	8	881	84
a	8	888	1
a	8	896	43
a	8	908	87
a	9	0	28
a	9	2	58
a	9	3	65
a	9	4	59
a	9	6	82
a	9	8	90
a	9	10	96
a	9	14	99
a	9	15	50
a	9	16	94
a	9	18	35
a	9	20	4
a	9	22	50
a	9	32	58
a	9	33	28
a	9	34	96
a	9	35	77
a	9	37	39
a	9	38	69
a	9	44	59
a	9	48	55
a	9	50	31
a	9	52	96
a	9	56	13
a	9	64	90
a	9	68	11
a	9	70	95
a	9	72	95
a	9	73	96
a	9	74	29
a	9	77	48
a	9	80	6
a	9	96	42
a	9	114	77
a	9	128	6
a	9	130	32
a	9	132	84
a	9	140	5
a	9	141	24
a	9	142	88
a	9	144	22
a	9	145	51
a	9	146	93
a	9	159	36
a	9	162	47
a	9	163	10
a	9	167	56
a	9	170	85
a	9	172	59
a	9	196	73
a	9	200	29
a	9	224	57
a	9	256	2
a	9	258	39
a	9	260	28
a	9	264	73
a	9	269	39
a	9	274	92
a	9	276	82
a	9	279	80
a	9	280	87
a	9	290	11
a	9	293	61
a	9	388	96
a	9	396	99
a	9	410	44
a	9	414	35
a	9	512	48
a	9	513	54
a	9	514	35
a	9	515	74
a	9	516	54
a	9	517	39
a	9	518	86
a	9	520	22
a	9	522	49
